sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
Temocillin,Temocillin Resistant,425,,0.52,APPROVED,EQUAL,vvcb,1693826832647,3014381,Temocillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826827223,
Fusidic Acid,Fusidic Acid Sensitive,38916,,0.28,APPROVED,EQUAL,vvcb,1693826202205,3013849,Fusidate [Susceptibility] by Minimum lethal concentration (MLC),Measurement,MAPS_TO,,vvcb,1693826201549,
Aztreonam,Aztreonam Resistant,1812,,0.77,APPROVED,EQUAL,vvcb,1693467280178,3007662,Aztreonam [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467273266,
Clotrimazole,Clotrimazole Indeterminate,2,,0.54,APPROVED,EQUAL,vvcb,1693468144469,3017781,Clotrimazole [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407071740,
Pen (pneumonia),Pen (pneumonia) Sensitive,44,,0.38,FLAGGED,EQUAL,vvcb,1694445697190,3035163,Hypersensitivity pneumonitis panel - Serum,Measurement,MAPS_TO,,<auto>,1693407071804,
Ampicillin,Ampicillin Indeterminate,106,,0.53,APPROVED,EQUAL,vvcb,1693467246104,3016774,Ampicillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467241899,
Synercid,Synercid Indeterminate,524,,0.25,APPROVED,EQUAL,vvcb,1694445422039,3033558,Quinupristin+Dalfopristin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1694445417266,
Rifampicin,Rifampicin Sensitive,10045,,0.59,APPROVED,EQUAL,vvcb,1693826778457,3036339,rifAMPin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826774286,
Ofloxacin,Ofloxacin Sensitive,2,,0.60,APPROVED,EQUAL,vvcb,1693832769148,3017429,Ofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693832765836,
Timentin,Timentin Resistant,417,,0.33,APPROVED,EQUAL,vvcb,1694445480639,3020388,Ticarcillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1694445477070,
Clarithromycin,Clarithromycin Resistant,34755,,0.46,APPROVED,EQUAL,vvcb,1693468122250,3019587,Clarithromycin [Susceptibility],Measurement,MAPS_TO,,vvcb,1693468118672,
HL kanamycin,HL kanamycin Resistant,1543,,0.54,FLAGGED,EQUAL,vvcb,1694445720526,3017875,Kanamycin [Mass] of Dose,Measurement,MAPS_TO,,<auto>,1693407073054,
Cefalothin,Cefalothin Indeterminate,106,,0.33,APPROVED,EQUAL,vvcb,1693467469588,3016288,Cephalothin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467463650,
HL kanamycin,HL kanamycin Sensitive,524,,0.54,FLAGGED,EQUAL,vvcb,1694445720526,3017875,Kanamycin [Mass] of Dose,Measurement,MAPS_TO,,<auto>,1693407073151,
Teicoplanin,Teicoplanin Sensitive,9907,,0.65,APPROVED,EQUAL,vvcb,1693826816435,3012607,Teicoplanin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826812482,
Dalbavancin,Dalbavancin Resistant,2,,0.66,APPROVED,EQUAL,vvcb,1693468361125,3034946,Dalbavancin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407073417,
Neomycin,Neomycin Sensitive,413,,0.50,APPROVED,EQUAL,vvcb,1693832516208,3021282,Neomycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693832513190,
Pen (meningitis),Pen (meningitis) Sensitive,43,,0.23,FLAGGED,EQUAL,vvcb,1694445697190,36203278,Meropenem [Susceptibility] for meningitis by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407074214,
Azithromycin,Azithromycin Sensitive,523,,0.61,APPROVED,EQUAL,vvcb,1693467267729,3018793,Azithromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467262838,
Erythromycin,Erythromycin Resistant,34539,,0.72,APPROVED,EQUAL,vvcb,1693468483396,3016893,Erythromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468478802,
Cotrimoxazole,Cotrimoxazole Sensitive,1513,,0.32,APPROVED,EQUAL,vvcb,1693468325706,3021253,Trimethoprim+Sulfamethoxazole [Susceptibility],Measurement,MAPS_TO,,vvcb,1693468321879,
Cefepime,Cefepime Sensitive,9860,,0.59,APPROVED,EQUAL,vvcb,1693467481094,3008912,Cefepime [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407074511,
Azithromycin,Azithromycin Resistant,39,,0.62,APPROVED,EQUAL,vvcb,1693467267729,3018793,Azithromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467262838,
Cefpodoxime,Cefpodoxime Indeterminate,2,,0.67,APPROVED,EQUAL,vvcb,1693467644105,3019255,Cefpodoxime [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407074948,
Pip/Taz,Pip/Taz Sensitive,30761,,0.31,APPROVED,EQUAL,vvcb,1693826303830,3010745,Piperacillin+Tazobactam [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826302939,
Levofloxacin,Levofloxacin Sensitive,9672,,0.59,APPROVED,EQUAL,vvcb,1693826584128,3035551,levoFLOXacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826580174,
Gentamicin HLR,Gentamicin HLR -,476,,0.32,FLAGGED,EQUAL,vvcb,1693826546690,3013152,Gentamicin [Mass] of Dose,Measurement,MAPS_TO,,<auto>,1693407075105,
Meropenem,Meropenem Resistant,1475,,0.51,APPROVED,EQUAL,vvcb,1693468631469,3007224,Meropenem [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468627709,
Cotrimoxazole,Cotrimoxazole Resistant,333,,0.31,APPROVED,EQUAL,vvcb,1693468325706,3021253,Trimethoprim+Sulfamethoxazole [Susceptibility],Measurement,MAPS_TO,,vvcb,1693468321879,
Quinolone Group,Quinolone Group Sensitive,96,,0.47,FLAGGED,EQUAL,vvcb,1694445494914,42868646,Neisseria meningitidis serogroup [Identifier] in Specimen,Measurement,MAPS_TO,,<auto>,1693407075308,
Itraconazole,Itraconazole Sensitive,36,,0.39,APPROVED,EQUAL,vvcb,1693832405879,3036253,Itraconazole [Susceptibility],Measurement,MAPS_TO,,vvcb,1693832401113,
Rifabutin,Rifabutin Sensitive,2,,0.57,APPROVED,EQUAL,vvcb,1693833027944,3011443,Rifabutin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833024901,
Cefixime,Cefixime Sensitive,468,,0.57,APPROVED,EQUAL,vvcb,1693467481094,3020506,Cefixime [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407076074,
Fosfomycin,Fosfomycin Sensitive,30042,,0.69,APPROVED,EQUAL,vvcb,1693468586621,3026024,Fosfomycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468581993,
Levofloxacin,Levofloxacin Resistant,1399,,0.61,APPROVED,EQUAL,vvcb,1693826584128,3035551,levoFLOXacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826580174,
Cefotaxime,Cefotaxime Sensitive,9282,,0.74,APPROVED,EQUAL,vvcb,1693467495275,3022270,Cefotaxime [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467491205,
Penicillin,Penicillin Indeterminate,331,,0.45,APPROVED,EQUAL,vvcb,1693468661572,3022767,Penicillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468658566,
Ofloxacin,Ofloxacin Resistant,1,,0.60,APPROVED,EQUAL,vvcb,1693832769148,3017429,Ofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693832765836,
Ceftolozane-tazobactam,Ceftolozane-tazobactam Sensitive,90,,0.55,APPROVED,EQUAL,vvcb,1693467701565,43533649,Ceftolozane+Tazobactam [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467696165,
Cefoxitin,Cefoxitin Indeterminate,1305,,0.63,APPROVED,EQUAL,vvcb,1693467575869,3000520,cefOXitin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467569151,
Aminoglycosides,Aminoglycosides Sensitive,36,,0.53,APPROVED,EQUAL,vvcb,1693467072707,1989138,Aminoglycoside [Susceptibility],Measurement,MAPS_TO,,vvcb,1693467072161,
Amikacin,Amikacin Indeterminate,331,,0.65,APPROVED,EQUAL,vvcb,1693467036722,3002274,Amikacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467032279,
Rifampicin,Rifampicin Resistant,467,,0.60,APPROVED,EQUAL,vvcb,1693826778457,3036339,rifAMPin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826774286,
Cefoxitin,Cefoxitin Resistant,8291,,0.70,APPROVED,EQUAL,vvcb,1693467575869,3000520,cefOXitin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467569151,
Co-amoxiclav,Co-amoxiclav Resistant,29376,,0.30,APPROVED,EQUAL,vvcb,1693468182222,3023414,Amoxicillin+Clavulanate [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468177595,
Ceftazidime/avibactam,Ceftazidime/avibactam Sensitive,89,,0.47,APPROVED,EQUAL,vvcb,1693467667347,43533650,cefTAZidime+Avibactam [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467662476,
Prothionamide,Prothionamide Resistant,1,,0.48,APPROVED,EQUAL,vvcb,1693832994547,1988433,Prothionamide [Susceptibility],Measurement,MAPS_TO,,vvcb,1693832993445,
ICR,ICR Resistant,1304,,0.46,FLAGGED,EQUAL,vvcb,1694445720526,21490667,Vascular resistance,Measurement,MAPS_TO,,<auto>,1693407077737,
Ciprofloxacin,Ciprofloxacin Resistant,16415,,0.71,APPROVED,EQUAL,vvcb,1693468061031,3010007,Ciprofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468053265,
Meropenem,Meropenem Indeterminate,327,,0.50,APPROVED,EQUAL,vvcb,1693468631469,3007224,Meropenem [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468627709,
KPC,KPC Resistant,35,,0.49,FLAGGED,EQUAL,vvcb,1694445710293,3033281,Carbapenem resistance blaKPC gene [Presence] by Molecular method,Measurement,MAPS_TO,,<auto>,1693407077801,
Amphotericin,Amphotericin Sensitive,450,,0.52,APPROVED,EQUAL,vvcb,1693467231784,3021541,Amphotericin B [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467226362,
Piv-Mecillinam,Piv-Mecillinam Resistant,27782,,0.25,APPROVED,EQUAL,vvcb,1693826388686,3009733,Amdinocillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826388066,
Cotrimoxazole,Cotrimoxazole Indeterminate,84,,0.31,APPROVED,EQUAL,vvcb,1693468325706,3021253,Trimethoprim+Sulfamethoxazole [Susceptibility],Measurement,MAPS_TO,,vvcb,1693468321879,
Rifabutin,Rifabutin Resistant,3,,0.58,APPROVED,EQUAL,vvcb,1693833027944,3011443,Rifabutin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833024901,
Clindamycin,Clindamycin Sensitive,16122,,0.66,APPROVED,EQUAL,vvcb,1693468133875,3021331,Clindamycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468130141,
Vancomycin,Vancomycin Resistant,754,,0.65,APPROVED,EQUAL,vvcb,1693833111183,3018088,Vancomycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833108261,
Caspofungin,Caspofungin Resistant,34,,0.66,APPROVED,EQUAL,vvcb,1693467309033,40757307,Caspofungin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467304898,
HL streptomycin,HL streptomycin Sensitive,1294,,0.58,FLAGGED,EQUAL,vvcb,1694445720526,3017279,Streptomycin [Mass] of Dose,Measurement,MAPS_TO,,<auto>,1693407079122,
Ertapenem,Ertapenem Indeterminate,73,,0.54,APPROVED,EQUAL,vvcb,1693468469832,3035814,Ertapenem [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468464317,
Pneumo urine Ag,Pneumo urine Ag not tested,320,,0.55,APPROVED,EQUAL,vvcb,1694445266851,3011363,Streptococcus pneumoniae Ag [Presence] in Urine,Measurement,MAPS_TO,,vvcb,1694445262330,
Cefalexin,Cefalexin Resistant,26644,,0.30,APPROVED,EQUAL,vvcb,1693467327258,3004984,Cephalexin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467321842,
Micafungin,Micafungin Resistant,3,,0.61,APPROVED,EQUAL,vvcb,1693826628245,3038339,Micafungin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407079292,
Ertapenem,Ertapenem Sensitive,15887,,0.52,APPROVED,EQUAL,vvcb,1693468469832,3035814,Ertapenem [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468464317,
Tobramycin,Tobramycin Indeterminate,73,,0.61,APPROVED,EQUAL,vvcb,1693833092527,3033490,Tobramycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833088995,
HL streptomycin,HL streptomycin Resistant,746,,0.59,FLAGGED,EQUAL,vvcb,1694445720526,3017279,Streptomycin [Mass] of Dose,Measurement,MAPS_TO,,<auto>,1693407079979,
Caspofungin,Caspofungin Indeterminate,55,,0.65,APPROVED,EQUAL,vvcb,1693467309033,40757307,Caspofungin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467304898,
IMP,IMP Resistant,3,,0.39,FLAGGED,EQUAL,vvcb,1694445713102,21491924,Overall study interpretation Right retina by ERG,Measurement,MAPS_TO,,<auto>,1693407080433,
Tetracycline,Tetracycline Resistant,15729,,0.68,APPROVED,EQUAL,vvcb,1693833057262,3000127,Tetracycline [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833053276,
Amoxicillin,Amoxicillin Resistant,24368,,0.63,APPROVED,EQUAL,vvcb,1693467092082,3036902,Amoxicillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467086372,
Teicoplanin,Teicoplanin Resistant,1269,,0.65,APPROVED,EQUAL,vvcb,1693826816435,3012607,Teicoplanin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826812482,
Piperacillin,Piperacillin Resistant,66,,0.63,APPROVED,EQUAL,vvcb,1693826732857,3023633,Piperacillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826725410,
Pneumo urine Ag,Pneumo urine Ag POSITIVE,738,,0.58,APPROVED,EQUAL,vvcb,1694445266851,3011363,Streptococcus pneumoniae Ag [Presence] in Urine,Measurement,MAPS_TO,,vvcb,1694445262330,
Pen (meningitis),Pen (meningitis) Resistant,297,,0.23,FLAGGED,EQUAL,vvcb,1694445697190,36203280,Penicillin [Susceptibility] for meningitis by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407080792,
Capreomycin,Capreomycin Sensitive,3,,0.55,APPROVED,EQUAL,vvcb,1693467288960,3028663,Capreomycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467286866,
Anidulafungin,Anidulafungin Sensitive,55,,0.67,APPROVED,EQUAL,vvcb,1693467251426,40758472,Anidulafungin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407081261,
Cefuroxime,Cefuroxime Resistant,15120,,0.63,APPROVED,EQUAL,vvcb,1693467994780,3039413,Cefuroxime [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467991514,
Ampicillin,Ampicillin Resistant,23914,,0.60,APPROVED,EQUAL,vvcb,1693467246104,3016774,Ampicillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467241899,
Temocillin,Temocillin Indeterminate,1232,,0.53,APPROVED,EQUAL,vvcb,1693826832647,3014381,Temocillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826827223,
Fluconazole,Fluconazole Indeterminate,66,,0.51,APPROVED,EQUAL,vvcb,1693826427147,3012295,Fluconazole [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407081652,
Tazocin,Tazocin Sensitive,54,,0.53,APPROVED,EQUAL,vvcb,1694445380086,3010745,Piperacillin+Tazobactam [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1694445375939,
Metronidazole,Metronidazole Sensitive,14445,,0.59,APPROVED,EQUAL,vvcb,1693826617060,3013252,metroNIDAZOLE [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826613835,
Gentamicin HLR,Gentamicin HLR +,907,,0.29,FLAGGED,EQUAL,vvcb,1693826546690,3013152,Gentamicin [Mass] of Dose,Measurement,MAPS_TO,,<auto>,1693407081808,
Gentamicin,Gentamicin Resistant,23286,,0.50,APPROVED,EQUAL,vvcb,1693468613340,3000769,Gentamicin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468609933,
Amphotericin,Amphotericin Resistant,3,,0.53,APPROVED,EQUAL,vvcb,1693467231784,3021541,Amphotericin B [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467226362,
Synercid,Synercid Sensitive,731,,0.25,APPROVED,EQUAL,vvcb,1694445422039,3033558,Quinupristin+Dalfopristin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1694445417266,
Pen (pneumonia),Pen (pneumonia) Indeterminate,285,,0.25,FLAGGED,EQUAL,vvcb,1694445697190,37020636,Mycoplasma pneumoniae Ab [Titer] in Serum by Agglutination,Measurement,MAPS_TO,,<auto>,1693407082042,
Ceftriaxone,Ceftriaxone Resistant,66,,0.76,APPROVED,EQUAL,vvcb,1693467711942,3034442,cefTRIAXone [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467708822,
Levofloxacin,Levofloxacin Indeterminate,715,,0.61,APPROVED,EQUAL,vvcb,1693826584128,3035551,levoFLOXacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826580174,
Tobramycin,Tobramycin Resistant,875,,0.68,APPROVED,EQUAL,vvcb,1693833092527,3033490,Tobramycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833088995,
Ticarcillin,Ticarcillin Resistant,54,,0.62,APPROVED,EQUAL,vvcb,1693833070824,3020388,Ticarcillin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833067175,
Chloramphenicol,Chloramphenicol Sensitive,22506,,0.47,APPROVED,EQUAL,vvcb,1693468045062,3023876,Chloramphenicol [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468040562,
Trimethoprim,Trimethoprim Indeterminate,66,,0.58,APPROVED,EQUAL,vvcb,1693833100965,3033315,Trimethoprim [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693833099746,
Moxifloxacin,Moxifloxacin Sensitive,709,,0.59,APPROVED,EQUAL,vvcb,1693826635816,3036947,Moxifloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,<auto>,1693407083081,
Fusidic Acid,Fusidic Acid Resistant,14408,,0.28,APPROVED,EQUAL,vvcb,1693826496282,3011039,Fusidate [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693826495743,
Pen (other),Pen (other) Indeterminate,284,,0.20,FLAGGED,EQUAL,vvcb,1694445697190,3046243,Reason specimen size cannot be determined in Breast tumor,Measurement,MAPS_TO,,<auto>,1693407083081,
OXA48,OXA48 Resistant,53,,0.18,APPROVED,EQUAL,vvcb,1694445563668,1001767,Carbapenem resistance blaOXA-23-like+blaOXA-48-like genes [Presence] in Isolate or Specimen by Molecular method,Measurement,MAPS_TO,,vvcb,1694445556453,
Ceftazidime,Ceftazidime Sensitive,21657,,0.74,APPROVED,EQUAL,vvcb,1693467681089,3037549,cefTAZidime [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467677875,
Amphotericin B,Amphotericin B Resistant,63,,0.60,APPROVED,EQUAL,vvcb,1693467168802,3021541,Amphotericin B [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693467158278,
Colistin,Colistin Sensitive,277,,0.36,APPROVED,EQUAL,vvcb,1693468208349,3037558,Colistin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468205129,
Pneumo urine Ag,Pneumo urine Ag Urine Antigen will be checked by Microbiology Consultant,2,,0.23,APPROVED,EQUAL,vvcb,1694445266851,3011363,Streptococcus pneumoniae Ag [Presence] in Urine,Measurement,MAPS_TO,,vvcb,1694445262330,
Synercid,Synercid Resistant,871,,0.30,APPROVED,EQUAL,vvcb,1694445422039,3033558,Quinupristin+Dalfopristin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1694445417266,
Nitrofurantoin,Nitrofurantoin Resistant,14005,,0.73,APPROVED,EQUAL,vvcb,1693468646946,3037501,Nitrofurantoin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468643108,
Erythromycin,Erythromycin Indeterminate,53,,0.65,APPROVED,EQUAL,vvcb,1693468483396,3016893,Erythromycin [Susceptibility] by Minimum inhibitory concentration (MIC),Measurement,MAPS_TO,,vvcb,1693468478802,
