sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
14703,Temazepam (CD) 30 mg tab oral,5,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 15 mg tab oral,2,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 15 mg tablet oral,31,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
17427,Temazepam (CD) 40 mg tablet oral,23,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
17427,Temazepam (CD) 10-20 mg tablet oral,23,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 20 mg tablet via tube,22,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 10 mg tab via tube,28,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 40 mg tab oral,21,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
17427,Temazepam (CD) 20 mg tablet oral,59,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 40 mg tablet oral,54,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 30 mg tablet oral,53,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 10 mg elix via tube,51,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 10-20 mg tablet oral,51,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14703,Temazepam (CD) 5 mg tablet oral,43,,,APPROVED,EQUAL,vvcb,,836715,temazepam,Drug,,Temazepam (CD),<auto>,,
14751,Sodium Feredetate 5 mL soln oral,429,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
17469,Sodium Feredetate 5 mL soln oral,56,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
14751,Sodium Feredetate 10 mL soln via tube,22,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
14751,Sodium Feredetate 2 mL soln oral,17,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
17469,Sodium Feredetate 15 mL soln oral,8,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
14751,Sodium Feredetate 5 mL soln via tube,173,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
14751,Sodium Feredetate 10 mL soln oral,170,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
17469,Sodium Feredetate 10 mL soln oral,93,,,APPROVED,EQUAL,vvcb,,19001131,sodium ironedetate,Drug,,Sodium Feredetate,<auto>,,
13997,Levothyroxine 100 microgram tablet oral,19814,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram tablet oral,17543,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram tablet oral,15184,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram tablet via tube,626,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 25 microgram tablet oral,9782,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 125 microgram tablet oral,7880,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 237.5 microgram tablet oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 75 microgram (10 microgram/mL) soln oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 150 microgram tablet via tube,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 125 microgram (25 microgram/mL) soln via tube,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 300 microgram tablet oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 88 microgram tablet oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 350 microgram tablet oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,"Levothyroxine 1,075 microgram tablet oral",1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 125 microgram (10 microgram/mL) soln oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 175 microgram tablet via tube,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 75 microgram (5 microgram/mL) soln oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram (25 microgram/mL) soln via tube,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 25 microgram (5 microgram/mL) soln oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 100 microgram (25 microgram/mL) soln via tube,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 350 microgram tablet oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 100 microgram (10 microgram/mL) soln oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 150 microgram (10 microgram/mL) soln oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 500 microgram tablet oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 12.5 microgram (5 microgram/mL) soln oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 137.5 microgram tablet oral,1,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 40 microgram tablet oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 12.5 microgram tablet via tube,4,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 100 microgram (10 microgram/mL) soln via tube,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 25 microgram tablet via tube,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 62.5 microgram tablet oral,4,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 125 microgram (25 microgram/mL) soln via tube,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 212.5 microgram tablet oral,5,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 50 microgram (10 microgram/mL) soln via tube,3,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 150 microgram (10 microgram/mL) soln via tube,4,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 200 mg tablet oral,2,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 250 microgram (25 microgram/mL) soln oral,4,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 25 microgram (5 microgram/mL) soln via tube,4,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 12.5 microgram tab oral,9,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram (5 microgram/mL) soln via tube,6,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 37.5 microgram tablet oral,5,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 62.5 microgram tablet oral,5,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram (5 microgram/mL) soln oral,5,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 60 microgram tablet oral,3,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram (10 microgram/mL) soln via tube,11,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram (10 microgram/mL) soln via tube,7,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 325 microgram tablet oral,7,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram (5 microgram/mL) soln via tube,10,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 62.5 microgram tab oral,10,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 87.5 microgram tablet oral,9,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 275 microgram tab oral,12,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram (5 microgram/mL) soln oral,8,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram (25 microgram/mL) soln oral,8,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram tab via tube,8,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 25-50 microgram tablet oral,11,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 250 microgram tab oral,7,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 87.5 microgram tablet oral,17,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram (25 microgram/mL) soln oral,16,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 250 microgram tablet oral,15,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 75 microgram (10 microgram/mL) soln via tube,14,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 12.5 microgram tablet oral,13,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 50 microgram (10 microgram/mL) soln oral,12,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 125 microgram (25 microgram/mL) soln oral,28,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 300 microgram tab oral,20,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 100 microgram (25 microgram/mL) soln oral,20,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 225 microgram tablet via tube,19,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram tab via tube,25,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 112.5 microgram tablet oral,14,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 12.5 microgram tablet oral,34,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 112.5 microgram tablet oral,34,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 125 microgram (25 microgram/mL) soln oral,30,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 450 microgram tablet oral,40,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 225 microgram tablet oral,30,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 225 microgram tab oral,23,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 100 microgram tab via tube,64,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 75 microgram tablet via tube,60,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 75 microgram (10 microgram/mL) soln oral,60,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 25 microgram (5 microgram/mL) soln oral,54,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 175 microgram tablet via tube,53,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 25 microgram (10 microgram/mL) soln via tube,34,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 250 microgram tablet via tube,83,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 50 microgram (10 microgram/mL) soln oral,125,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13997,Levothyroxine 200 microgram tablet via tube,124,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
16883,Levothyroxine 50 microgram tablet via tube,77,,,APPROVED,EQUAL,vvcb,,1501700,levothyroxine,Drug,,Levothyroxine,<auto>,,
13683,Aliskiren 300 mg tablet oral,36,,,UNCHECKED,EQUAL,vvcb,,40226406,aliskiren 300 MG Oral Tablet,Drug,,Aliskiren,<auto>,,
13683,Aliskiren 300 mg tab oral,1,,,UNCHECKED,EQUAL,vvcb,,40226406,aliskiren 300 MG Oral Tablet,Drug,,Aliskiren,<auto>,,
14778,Sucralfate 1 g susp oral,515,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14778,Sucralfate 1 g tablet oral,448,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14778,Sucralfate 1 g tab oral,112,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
17490,Sucralfate 1 g susp oral,77,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
17490,Sucralfate 1 g tablet oral,61,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14778,Sucralfate 2 g susp oral,54,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14778,Sucralfate 1 g susp via tube,49,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14778,Sucralfate 2 g tablet oral,42,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14778,Sucralfate 2 g tab oral,7,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
17490,Sucralfate 2 g tablet oral,1,,,APPROVED,EQUAL,vvcb,,1036228,sucralfate,Drug,,Sucralfate,<auto>,,
14267,Co-Trimoxazole (CRITICAL MED) 960 mg IV,719,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 1,440 mg IV",718,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,Co-Trimoxazole (CRITICAL MED) 480 mg tablet oral,5341,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 2,400 mg tablet oral",531,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,Co-Trimoxazole (CRITICAL MED) 960 mg tablet oral,2140,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
17065,Co-Trimoxazole (CRITICAL MED) 480 mg tablet oral,398,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,Co-Trimoxazole (CRITICAL MED) 2.4 mg (96 mg/mL) susp via tube,1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 4,320 mg IV",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 2,400 mg (48 mg/mL) susp via tube",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 4,200 mg (96 mg/mL) susp oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 2,100 mg tablet oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 1,500 mg tablet oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 2,280 mg tablet oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 1,215 mg tablet oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 2,000 mg tablet oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,Co-Trimoxazole (CRITICAL MED) 40 mg tab oral,1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
14267,"Co-Trimoxazole (CRITICAL MED) 1,440 mg (48 mg/mL) susp oral",1,,,APPROVED,EQUAL,vvcb,,1836430,sulfamethoxazole,Drug,,Co-Trimoxazole (CRITICAL MED),<auto>,,
