sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
right chest drain site,right chest drain site,1,,0.55,UNCHECKED,UNREVIEWED,,0,4199133,Right thorax structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962321969,
infected cyst,infected cyst,33,,0.34,UNCHECKED,UNREVIEWED,,0,4348843,Entire cystic artery,Spec Anatomic Site,MAPS_TO,,<auto>,1692962322032,
toe- 5th,toe- 5th,1,,0.17,UNCHECKED,UNREVIEWED,,0,4106395,Toe structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962322578,
rt axilla weeping,rt axilla weeping,14,,0.53,UNCHECKED,UNREVIEWED,,0,4238919,Axillary region structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962322657,
fungal looking nail,fungal looking nail,2,,0.33,UNCHECKED,UNREVIEWED,,0,4093405,Periungual skin structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962322797,
infected wound site from lower lobe,infected wound site from lower lobe,11,,0.37,UNCHECKED,UNREVIEWED,,0,4235763,Structure of lower lobe of lung,Spec Anatomic Site,MAPS_TO,,<auto>,1692962322907,
ant shin,ant shin,33,,0.78,UNCHECKED,UNREVIEWED,,0,4300070,Shin structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962322969,
torso and axillae,torso and axillae,1,,0.51,UNCHECKED,UNREVIEWED,,0,4238919,Axillary region structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962323000,
"leg wound, green","leg wound, green",1,,0.32,UNCHECKED,UNREVIEWED,,0,4068335,Palm (region) structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962323094,
discoloured finger nail,discoloured finger nail,1,,0.46,UNCHECKED,UNREVIEWED,,0,4348731,Structure of nail bed of finger,Spec Anatomic Site,MAPS_TO,,<auto>,1692962323094,
pus from wound on the base of foot,pus from wound on the base of foot,1,,0.39,UNCHECKED,UNREVIEWED,,0,4222767,Bone structure of foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324125,
fungal infections,fungal infections,2,,0.28,UNCHECKED,UNREVIEWED,,0,4353395,Entire inferior constrictor pharyngeus muscle,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324141,
trauma wound back of thigh non heal,trauma wound back of thigh non heal,14,,0.41,UNCHECKED,UNREVIEWED,,0,4110246,Entire skin of posterior surface of thigh,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324172,
wound lower eyelids,wound lower eyelids,33,,0.76,UNCHECKED,UNREVIEWED,,0,4270342,Lower eyelid structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324235,
face wound swab,face wound swab,1,,0.35,UNCHECKED,UNREVIEWED,,0,4232301,Face structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324266,
dorsal foot,dorsal foot,1,,0.73,UNCHECKED,UNREVIEWED,,0,4056075,Structure of dorsal vein of foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324282,
"nail bed , 2nd toe right foot","nail bed , 2nd toe right foot",1,,0.51,UNCHECKED,UNREVIEWED,,0,36695890,Structure of nail bed of toe of right foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324329,
"c section wound, lower abdomen","c section wound, lower abdomen",11,,0.63,UNCHECKED,UNREVIEWED,,0,4098444,Lower abdomen structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962324422,
toe-nails,toe-nails,1,,0.30,UNCHECKED,UNREVIEWED,,0,4351857,Structure of nail bed of toe,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325110,
fungal nail inf?,fungal nail inf?,2,,0.37,UNCHECKED,UNREVIEWED,,0,4040826,Structure of lateral nail fold,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325110,
thickend nail ?fungal,thickend nail ?fungal,1,,0.27,UNCHECKED,UNREVIEWED,,0,4209864,Nail bed structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325125,
R foot wound,R foot wound,33,,0.50,UNCHECKED,UNREVIEWED,,0,4211098,Foot structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325235,
buttocks and perineal,buttocks and perineal,14,,0.62,UNCHECKED,UNREVIEWED,,0,4263335,Buttock structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325344,
left underbreast,left underbreast,1,,0.60,UNCHECKED,UNREVIEWED,,0,4197399,Left breast structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325391,
small left calf wound.,small left calf wound.,11,,0.36,UNCHECKED,UNREVIEWED,,0,4149748,Structure of left half of body,Spec Anatomic Site,MAPS_TO,,<auto>,1692962325610,
swab of right nephrostomy site.,swab of right nephrostomy site.,1,,0.28,UNCHECKED,UNREVIEWED,,0,42535905,Structure of right sural nerve,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326032,
Rt and Lt eyes,Rt and Lt eyes,2,,0.54,UNCHECKED,UNREVIEWED,,0,4230443,Structure of both eyes,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326188,
Tongue swab,Tongue swab,33,,0.64,UNCHECKED,UNREVIEWED,,0,4071678,Tongue structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326266,
nail clipping fungal nail,nail clipping fungal nail,1,,0.37,UNCHECKED,UNREVIEWED,,0,4040826,Structure of lateral nail fold,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326297,
eye swab left eye,eye swab left eye,14,,0.61,UNCHECKED,UNREVIEWED,,0,4232319,Left eye structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326329,
left 2nd and 3rd toenails,left 2nd and 3rd toenails,1,,0.36,UNCHECKED,UNREVIEWED,,0,4222392,Structure of third left lumbar vein,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326376,
Boil to Rt upper arm,Boil to Rt upper arm,11,,0.56,UNCHECKED,UNREVIEWED,,0,4283159,Left upper arm structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326657,
right anterior thigh,right anterior thigh,1,,0.66,UNCHECKED,UNREVIEWED,,0,4067038,Structure of right anterior tibial artery,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326704,
nappy region,nappy region,2,,0.56,UNCHECKED,UNREVIEWED,,0,4199158,Body region structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962326829,
Vaginal Swab,Vaginal Swab,33,,0.61,UNCHECKED,UNREVIEWED,,0,4296022,Vaginal structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327094,
righ leg,righ leg,1,,0.67,UNCHECKED,UNREVIEWED,,0,4268743,Structure of right lower limb,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327157,
"Toe nail Both feet Right 1, 4,5","Toe nail Both feet Right 1, 4,5",1,,0.45,UNCHECKED,UNREVIEWED,,0,4310112,Both feet,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327219,
right axillary abscess,right axillary abscess,14,,0.72,UNCHECKED,UNREVIEWED,,0,4276748,Structure of right axillary artery,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327547,
toe diabettic,toe diabettic,1,,0.40,UNCHECKED,UNREVIEWED,,0,4254202,Recessus epitympanicus structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327563,
back skin,back skin,11,,0.63,UNCHECKED,UNREVIEWED,,0,4280364,Skin structure of back,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327579,
Rt side vulval,Rt side vulval,1,,0.76,UNCHECKED,UNREVIEWED,,0,4232928,Structure of left side of vulva,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327688,
?fungal nail Left big toe,?fungal nail Left big toe,2,,0.51,UNCHECKED,UNREVIEWED,,0,4193225,Hallux structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962327877,
Right shin ulcer,Right shin ulcer,33,,0.53,UNCHECKED,UNREVIEWED,,0,37109751,Right shin structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328033,
"Toenails, bilateral","Toenails, bilateral",1,,0.46,UNCHECKED,UNREVIEWED,,0,4239701,Bilateral palatine tonsils,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328174,
eye discharge  . left eye,eye discharge  . left eye,14,,0.44,UNCHECKED,UNREVIEWED,,0,4232319,Left eye structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328674,
"Rt 2nd Toe, Has Gangrene to Rt 2nd Toe","Rt 2nd Toe, Has Gangrene to Rt 2nd Toe",1,,0.15,UNCHECKED,UNREVIEWED,,0,4158802,Entire renal ganglia,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328721,
penis skin,penis skin,2,,0.69,UNCHECKED,UNREVIEWED,,0,4262439,Skin of penis,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328767,
Skin rash right groin ? fungal,Skin rash right groin ? fungal,11,,0.33,UNCHECKED,UNREVIEWED,,0,4215281,Skin structure of inguinal region,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328830,
Pain/erythema/inf L knee wound,Pain/erythema/inf L knee wound,1,,0.19,UNCHECKED,UNREVIEWED,,0,4349255,Lateral knee joint line,Spec Anatomic Site,MAPS_TO,,<auto>,1692962328877,
leg ulcer lower leg,leg ulcer lower leg,33,,0.64,UNCHECKED,UNREVIEWED,,0,4107527,Lower leg structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962329033,
Right inguinal wound post surgical,Right inguinal wound post surgical,1,,0.56,UNCHECKED,UNREVIEWED,,0,4094183,Right inguinal canal,Spec Anatomic Site,MAPS_TO,,<auto>,1692962329236,
small abscess buttock,small abscess buttock,1,,0.61,UNCHECKED,UNREVIEWED,,0,4263335,Buttock structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962329236,
Left dorum foot,Left dorum foot,14,,0.67,UNCHECKED,UNREVIEWED,,0,4320144,Structure of left foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962329596,
spot on abdomen,spot on abdomen,1,,0.70,UNCHECKED,UNREVIEWED,,0,37303867,Abdomen,Spec Anatomic Site,MAPS_TO,,<auto>,1692962329627,
leg ulcer L leg,leg ulcer L leg,2,,0.36,UNCHECKED,UNREVIEWED,,0,44791406,Other leg region,Spec Anatomic Site,MAPS_TO,,<auto>,1692962329955,
SKIN SWAB RIGHT LEG,SKIN SWAB RIGHT LEG,33,,0.55,UNCHECKED,UNREVIEWED,,0,4268743,Structure of right lower limb,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330096,
right foot infection not resolving,right foot infection not resolving,1,,0.57,UNCHECKED,UNREVIEWED,,0,4298982,Structure of right foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330314,
infected corn,infected corn,1,,0.45,UNCHECKED,UNREVIEWED,,0,4078854,Inferior thyroid cornu,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330314,
umb hernia repair 6/52 wound leakin,umb hernia repair 6/52 wound leakin,11,,0.19,UNCHECKED,UNREVIEWED,,0,4164274,Chromosome pair 6,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330330,
neck rash,neck rash,14,,0.57,UNCHECKED,UNREVIEWED,,0,4260843,Neck structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330408,
cleavage area,cleavage area,1,,0.61,UNCHECKED,UNREVIEWED,,0,4023963,Structure of cleavage lines of skin,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330518,
repeat clipping previous infection,repeat clipping previous infection,1,,0.22,UNCHECKED,UNREVIEWED,,0,4103537,Inferior gemellus muscle,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330643,
wound l hand,wound l hand,32,,0.27,UNCHECKED,UNREVIEWED,,0,4059357,Structure of ligamentum teres of liver,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330814,
R and L big toe,R and L big toe,2,,0.69,UNCHECKED,UNREVIEWED,,0,4193225,Hallux structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962330830,
Nail clippings/scrapings,Nail clippings/scrapings,1,,0.26,UNCHECKED,UNREVIEWED,,0,4209864,Nail bed structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962331611,
R hand - dorsum,R hand - dorsum,1,,0.68,UNCHECKED,UNREVIEWED,,0,4271440,Structure of dorsum of hand,Spec Anatomic Site,MAPS_TO,,<auto>,1692962331658,
right 4th toe,right 4th toe,32,,0.50,UNCHECKED,UNREVIEWED,,0,4223891,Structure of fourth right lumbar vein,Spec Anatomic Site,MAPS_TO,,<auto>,1692962331736,
right lateral lower leg,right lateral lower leg,1,,0.90,UNCHECKED,UNREVIEWED,,0,4138674,Structure of right lower leg,Spec Anatomic Site,MAPS_TO,,<auto>,1692962331768,
discolored skin in axillae.  frothy,discolored skin in axillae.  frothy,1,,0.37,UNCHECKED,UNREVIEWED,,0,4294992,Skin structure of axilla,Spec Anatomic Site,MAPS_TO,,<auto>,1692962331814,
right eye - ?recurrent conjunctivit,right eye - ?recurrent conjunctivit,14,,0.61,UNCHECKED,UNREVIEWED,,0,4045246,Structure of conjunctiva of right eye,Spec Anatomic Site,MAPS_TO,,<auto>,1692962332002,
centre left shin area broken down,centre left shin area broken down,11,,0.36,UNCHECKED,UNREVIEWED,,0,37118966,Left shin structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962332111,
fungal toe infection for several ye,fungal toe infection for several ye,2,,0.23,UNCHECKED,UNREVIEWED,,0,4065368,Entire inferior margin of lung,Spec Anatomic Site,MAPS_TO,,<auto>,1692962332580,
left shin swab,left shin swab,32,,0.57,UNCHECKED,UNREVIEWED,,0,37118966,Left shin structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962332596,
Recurring ? cyst/abscess,Recurring ? cyst/abscess,1,,0.18,UNCHECKED,UNREVIEWED,,0,4147770,Structure of radial recurrent artery,Spec Anatomic Site,MAPS_TO,,<auto>,1692962332846,
R cheek pustular rash,R cheek pustular rash,1,,0.48,UNCHECKED,UNREVIEWED,,0,4246169,Cheek structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333002,
infected seb cyst back,infected seb cyst back,1,,0.26,UNCHECKED,UNREVIEWED,,0,37117125,Affected area,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333033,
Post CABG wound swab,Post CABG wound swab,1,,0.16,UNCHECKED,UNREVIEWED,,0,4103526,Structure of cochlear window,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333080,
knee replacement,knee replacement,2,,0.36,UNCHECKED,UNREVIEWED,,0,4213712,Cementum structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333674,
wound on hand,wound on hand,32,,0.28,UNCHECKED,UNREVIEWED,,0,37017957,Entire muscle acting on hand joint,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333705,
rash inbetween the fingers,rash inbetween the fingers,11,,0.48,UNCHECKED,UNREVIEWED,,0,4278294,Entire skin between ring finger and little finger,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333705,
wound infected been on fluxacillin,wound infected been on fluxacillin,14,,0.20,UNCHECKED,UNREVIEWED,,0,4057558,Structure of nail bed of great toe,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333721,
"finger, toe","finger, toe",1,,0.60,UNCHECKED,UNREVIEWED,,0,4192373,Finger structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962333877,
left inner upper thigh,left inner upper thigh,1,,0.63,UNCHECKED,UNREVIEWED,,0,4141327,Upper thigh (surface region),Spec Anatomic Site,MAPS_TO,,<auto>,1692962333893,
Wound upper chest,Wound upper chest,1,,0.62,UNCHECKED,UNREVIEWED,,0,44791685,Left upper chest structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962334002,
rash lower  abdomen,rash lower  abdomen,1,,0.51,UNCHECKED,UNREVIEWED,,0,4098444,Lower abdomen structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962334002,
great toe left,great toe left,2,,0.77,UNCHECKED,UNREVIEWED,,0,4193225,Hallux structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962334643,
Sole foot,Sole foot,32,,0.79,UNCHECKED,UNREVIEWED,,0,4238317,Structure of sole of foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962334658,
over right knee,over right knee,14,,0.82,UNCHECKED,UNREVIEWED,,0,4285878,Structure of right knee region,Spec Anatomic Site,MAPS_TO,,<auto>,1692962334752,
left 4th fingernail,left 4th fingernail,1,,0.43,UNCHECKED,UNREVIEWED,,0,37303914,Structure of nail bed of ring finger of left hand,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335065,
? WOUND INFECTION TO LEFT FOREARM,? WOUND INFECTION TO LEFT FOREARM,11,,0.53,UNCHECKED,UNREVIEWED,,0,4283512,Structure of left forearm,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335440,
Weeping areas to lower LF leg,Weeping areas to lower LF leg,1,,0.49,UNCHECKED,UNREVIEWED,,0,4107527,Lower leg structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335502,
yellow discolouration right foot to,yellow discolouration right foot to,1,,0.54,UNCHECKED,UNREVIEWED,,0,4298982,Structure of right foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335580,
skin swab ?resistant folliculitis?,skin swab ?resistant folliculitis?,1,,0.27,UNCHECKED,UNREVIEWED,,0,4242861,Theca folliculi structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335658,
Lap chole site,Lap chole site,32,,0.28,UNCHECKED,UNREVIEWED,,0,4132645,Donor site,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335799,
left first toe nail,left first toe nail,2,,0.68,UNCHECKED,UNREVIEWED,,0,37303971,Structure of nail bed of great toe of left foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962335893,
?intertrigo - neck folds,?intertrigo - neck folds,1,,0.39,UNCHECKED,UNREVIEWED,,0,4238743,Structure of transverse folds of palate,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336252,
spot from right hip,spot from right hip,1,,0.65,UNCHECKED,UNREVIEWED,,0,4119892,Right hip region structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336518,
Infected areas over the legs,Infected areas over the legs,14,,0.39,UNCHECKED,UNREVIEWED,,0,37117125,Affected area,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336549,
LUSCS scar,LUSCS scar,32,,0.39,UNCHECKED,UNREVIEWED,,0,4182238,Structure of lymphatic vessel of scalp,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336721,
Right middle toe .,Right middle toe .,1,,0.80,UNCHECKED,UNREVIEWED,,0,4205726,Right middle ear structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336768,
left leg wound ? infected,left leg wound ? infected,11,,0.37,UNCHECKED,UNREVIEWED,,0,4169248,Structure of left lower leg,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336815,
ring fingers,ring fingers,2,,0.90,UNCHECKED,UNREVIEWED,,0,4217762,Ring finger structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962336846,
exudate from wound forehead,exudate from wound forehead,1,,0.51,UNCHECKED,UNREVIEWED,,0,4203933,Forehead structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337065,
Face/Cheeks,Face/Cheeks,1,,0.49,UNCHECKED,UNREVIEWED,,0,4246169,Cheek structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337393,
right big toe nail avulsion,right big toe nail avulsion,1,,0.48,UNCHECKED,UNREVIEWED,,0,4193225,Hallux structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337424,
rash to groin,rash to groin,14,,0.53,UNCHECKED,UNREVIEWED,,0,4098586,Inguinal region structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337533,
discharging right eye,discharging right eye,32,,0.66,UNCHECKED,UNREVIEWED,,0,4078078,Right eye structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337768,
rigth lower leg,rigth lower leg,11,,0.66,UNCHECKED,UNREVIEWED,,0,4107527,Lower leg structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337815,
punch biopsy rt upper arm,punch biopsy rt upper arm,1,,0.46,UNCHECKED,UNREVIEWED,,0,4283159,Left upper arm structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962337955,
right fingernails,right fingernails,2,,0.58,UNCHECKED,UNREVIEWED,,0,37303915,Structure of nail bed of ring finger of right hand,Spec Anatomic Site,MAPS_TO,,<auto>,1692962338002,
right foot in webspace,right foot in webspace,1,,0.58,UNCHECKED,UNREVIEWED,,0,4298982,Structure of right foot,Spec Anatomic Site,MAPS_TO,,<auto>,1692962338174,
"toes, multiple","toes, multiple",1,,0.45,UNCHECKED,UNREVIEWED,,0,4197559,Structure of multiple topographic sites,Spec Anatomic Site,MAPS_TO,,<auto>,1692962338455,
swab to right ankle area,swab to right ankle area,1,,0.67,UNCHECKED,UNREVIEWED,,0,4283074,Structure of right ankle,Spec Anatomic Site,MAPS_TO,,<auto>,1692962338534,
lscs wound- 4 weeks,lscs wound- 4 weeks,14,,0.24,UNCHECKED,UNREVIEWED,,0,4226168,"Structure of postmature fetus, age over 42 weeks",Spec Anatomic Site,MAPS_TO,,<auto>,1692962338580,
Right great toe swab,Right great toe swab,32,,0.61,UNCHECKED,UNREVIEWED,,0,37109849,Structure of right great toe,Spec Anatomic Site,MAPS_TO,,<auto>,1692962338924,
lap site umbilical,lap site umbilical,1,,0.62,UNCHECKED,UNREVIEWED,,0,4088800,Entire umbilical cord,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339002,
rash both feet,rash both feet,1,,0.80,UNCHECKED,UNREVIEWED,,0,4310112,Both feet,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339002,
Unilateral Leg Oedema,Unilateral Leg Oedema,11,,0.33,UNCHECKED,UNREVIEWED,,0,4133635,Midclavicular line,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339018,
finger nails left hand,finger nails left hand,2,,0.57,UNCHECKED,UNREVIEWED,,0,36695588,Structure of nail unit of finger of left hand,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339299,
wound to left shoulder,wound to left shoulder,1,,0.77,UNCHECKED,UNREVIEWED,,0,4241290,Structure of left shoulder region,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339721,
"Wound under bed of 4th finger,","Wound under bed of 4th finger,",1,,0.35,UNCHECKED,UNREVIEWED,,0,4348731,Structure of nail bed of finger,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339784,
finger- oozing - l hand ring finger,finger- oozing - l hand ring finger,14,,0.38,UNCHECKED,UNREVIEWED,,0,4217762,Ring finger structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339830,
Penile foreskin,Penile foreskin,32,,0.79,UNCHECKED,UNREVIEWED,,0,4076570,Preputial structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339846,
Rt toenail avulsion,Rt toenail avulsion,1,,0.36,UNCHECKED,UNREVIEWED,,0,4351857,Structure of nail bed of toe,Spec Anatomic Site,MAPS_TO,,<auto>,1692962339987,
Vulva irritation,Vulva irritation,1,,0.64,UNCHECKED,UNREVIEWED,,0,4166066,Vulval structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962340034,
NQA Faeces sample,NQA Faeces sample,2,,0.27,UNCHECKED,UNREVIEWED,,0,4171414,Cecal recess,Spec Anatomic Site,MAPS_TO,,<auto>,1692962340237,
Left posterior calf,Left posterior calf,11,,0.70,UNCHECKED,UNREVIEWED,,0,4158934,Left posterior cardinal vein,Spec Anatomic Site,MAPS_TO,,<auto>,1692962340330,
nappy area,nappy area,32,,0.33,UNCHECKED,UNREVIEWED,,0,4287412,Structure of mitral area,Spec Anatomic Site,MAPS_TO,,<auto>,1692962340690,
Nail clippings for mycology MCS,Nail clippings for mycology MCS,1,,0.25,UNCHECKED,UNREVIEWED,,0,4209864,Nail bed structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341065,
wound above buttocks,wound above buttocks,1,,0.57,UNCHECKED,UNREVIEWED,,0,4263335,Buttock structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341206,
right medial aspect 2nd toe ulcer,right medial aspect 2nd toe ulcer,1,,0.36,UNCHECKED,UNREVIEWED,,0,4227810,Structure of second right lumbar vein,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341409,
Water Sample,Water Sample,2,,0.25,UNCHECKED,UNREVIEWED,,0,42872729,Structure of temporal region,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341440,
From between the buttocks region,From between the buttocks region,14,,0.44,UNCHECKED,UNREVIEWED,,0,4180330,Entire buttock,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341643,
middle back- post irritation,middle back- post irritation,1,,0.38,UNCHECKED,UNREVIEWED,,0,4142778,Structure of median lobe of prostate,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341784,
#NAME?,#NAME?,1,,0.34,UNCHECKED,UNREVIEWED,,0,4297440,Enamel structure,Spec Anatomic Site,MAPS_TO,,<auto>,1692962341893,
