sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
Legionella urine Ag,POSITIVE (confirmed),-1,,0.74,APPROVED,EQUAL,vvcb,1694611149591,45884084,Positive,Meas Value,MAPS_TO,,vvcb,1694611148926,
Legionella urine Ag,not tested,-1,,1.00,APPROVED,EQUAL,vvcb,1694611150667,45878602,Not tested,Meas Value,MAPS_TO,,<auto>,1694610783297,
HPYA (H.pylori),Positive,-1,,1.00,APPROVED,EQUAL,vvcb,1694611130910,45884084,Positive,Meas Value,MAPS_TO,,<auto>,1694610783328,
C.difficile,No evidence of C.difficile infection.,-1,,0.40,APPROVED,EQUAL,vvcb,1694611278224,45878583,Negative,Meas Value,MAPS_TO,,vvcb,1694611277582,
Rotavirus,Insufficient,-1,,1.00,APPROVED,EQUAL,vvcb,1694611188911,36307642,Insufficient,Meas Value,MAPS_TO,,<auto>,1694610783375,
C.difficile,"Please repeat sample. If no other identifiable cause for diarrhoea, this may represent Clostridium difficile infection and treatment may be indicated. Please discuss with microbiology.",-1,,0.32,APPROVED,EQUAL,vvcb,1694611309241,45878770,"Inconclusive, repeat screen needed",Meas Value,MAPS_TO,,vvcb,1694611307287,
HPYA (H.pylori),#not tested,-1,,1.00,APPROVED,EQUAL,vvcb,1694611131692,45878602,Not tested,Meas Value,MAPS_TO,,<auto>,1694610783798,
Legionella urine Ag,Presumptive positive,-1,,1.00,APPROVED,EQUAL,vvcb,1694611151739,36032716,Presumptive positive,Meas Value,MAPS_TO,,<auto>,1694610783815,
HPYA (H.pylori),not tested,-1,,1.00,APPROVED,EQUAL,vvcb,1694611132098,45878602,Not tested,Meas Value,MAPS_TO,,<auto>,1694610783830,
Cepheid TB PCR,M. tuberculosis complex NOT detected,-1,,0.56,APPROVED,EQUAL,vvcb,1694610917314,45880296,Not detected,Meas Value,MAPS_TO,,vvcb,1694610916632,
Adenovirus,POSITIVE,-1,,1.00,APPROVED,EQUAL,vvcb,1694610814876,45884084,Positive,Meas Value,MAPS_TO,,<auto>,1694610783878,
Cepheid TB PCR,MTB TRACE DETECTED,-1,,0.48,APPROVED,EQUAL,vvcb,1694610930439,45881796,Trace,Meas Value,MAPS_TO,,vvcb,1694610925957,
Pneumo urine Ag,Negative,-1,,1.00,APPROVED,EQUAL,vvcb,1694611186807,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1694610783942,
Cepheid TB PCR,TRACE DETECTED,-1,,0.80,APPROVED,EQUAL,vvcb,1694610937564,45881796,Trace,Meas Value,MAPS_TO,,vvcb,1694610936877,
Crypto/giardia RIDA,Giardia antigen DETECTED,-1,,0.60,APPROVED,EQUAL,vvcb,1694611105821,21499076,Giardia,Meas Value,MAPS_TO,,vvcb,1694611099629,
Cepheid TB PCR,NOT AVAILABLE,-1,,1.00,APPROVED,EQUAL,vvcb,1694610940101,45884396,Not available,Meas Value,MAPS_TO,,<auto>,1694610784032,
Cepheid TB PCR,Not applicable,-1,,1.00,APPROVED,EQUAL,vvcb,1694610941301,45882470,Not applicable,Meas Value,MAPS_TO,,<auto>,1694610784037,
Crypto/giardia RIDA,Cryptosporidium antigen DETECTED,-1,,0.75,APPROVED,EQUAL,vvcb,1694611116160,21498444,Cryptosporidium,Meas Value,MAPS_TO,,<auto>,1694610784069,
Legionella urine Ag,Negative,-1,,1.00,APPROVED,EQUAL,vvcb,1694611152615,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1694610784095,
HPYA (H.pylori),Eqvivocal,-1,,0.41,APPROVED,EQUAL,vvcb,1694611132864,45884087,Equivocal,Meas Value,MAPS_TO,,<auto>,1694610784133,
Adenovirus,Negative,-1,,1.00,APPROVED,EQUAL,vvcb,1694610814876,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1694610784196,
HPYA (H.pylori),Indeterminate,-1,,1.00,APPROVED,EQUAL,vvcb,1694611133379,45884091,Indeterminate,Meas Value,MAPS_TO,,<auto>,1694610784228,
Legionella urine Ag,Urine Antigen will be checked by Microbiology Consultant,-1,,0.39,FLAGGED,EQUAL,vvcb,1694611171764,1177392,Consultant,Meas Value,MAPS_TO,,<auto>,1694610784228,
Legionella urine Ag,POSITIVE,-1,,1.00,APPROVED,EQUAL,vvcb,1694611166254,45884084,Positive,Meas Value,MAPS_TO,,<auto>,1694610784323,
Cepheid TB PCR,NOT DETECTED,-1,,1.00,APPROVED,EQUAL,vvcb,1694610942158,45880296,Not detected,Meas Value,MAPS_TO,,<auto>,1694610784355,
Adenovirus,#not tested,-1,,1.00,APPROVED,EQUAL,vvcb,1694610814876,45878602,Not tested,Meas Value,MAPS_TO,,<auto>,1694610784407,
Cepheid TB PCR,not tested,-1,,1.00,APPROVED,EQUAL,vvcb,1694610943057,45878602,Not tested,Meas Value,MAPS_TO,,<auto>,1694610784438,
HPYA (H.pylori),"Equivocal, please repeat",-1,,0.68,APPROVED,EQUAL,vvcb,1694611134926,45884087,Equivocal,Meas Value,MAPS_TO,,<auto>,1694610784923,
C.difficile,"C. difficile screening test POSITIVE, but NOT CONFIRMED by further testing.",-1,,0.41,APPROVED,EQUAL,vvcb,1694611397627,36309302,Not confirmed,Meas Value,MAPS_TO,,<auto>,1694610785017,
Adenovirus,Insufficient,-1,,1.00,APPROVED,EQUAL,vvcb,1694610814876,36307642,Insufficient,Meas Value,MAPS_TO,,<auto>,1694610785173,
Cepheid TB PCR,Negative,-1,,1.00,APPROVED,EQUAL,vvcb,1694610944049,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1694610785235,
Crypto/giardia RIDA,Cryptosporidium antigen AND Giardia antigen DETECTED,-1,,0.62,APPROVED,EQUAL,vvcb,1694611124733,45877985,Detected,Meas Value,MAPS_TO,,vvcb,1694611122847,
C.difficile,C.difficile toxin test POSITIVE indicating C.difficile infection.,-1,,0.36,APPROVED,EQUAL,vvcb,1694611359586,36309573,Positive for C. difficile glutamate dehydrogenase and toxins A+B,Meas Value,MAPS_TO,,vvcb,1694611358735,
Rotavirus,Negative,-1,,1.00,APPROVED,EQUAL,vvcb,1694611189802,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1694610785360,
C.difficile,"Screening test reactive, but NOT CONFIRMED by further testing. Probable false-positive screening test, however, please discuss if in doubt.",-1,,0.29,APPROVED,EQUAL,vvcb,1694611420920,36309302,Not confirmed,Meas Value,MAPS_TO,,vvcb,1694611420460,
Cepheid TB PCR,Mycobacterium tuberculosis NOT detected,-1,,0.84,APPROVED,EQUAL,vvcb,1694610956289,45880296,Not detected,Meas Value,MAPS_TO,,vvcb,1694610955752,
Cepheid TB PCR,DETECTED HIGH,-1,,0.74,APPROVED,EQUAL,vvcb,1694610975659,45876384,High,Meas Value,MAPS_TO,,vvcb,1694610975065,
Rotavirus,POSITIVE,-1,,1.00,APPROVED,EQUAL,vvcb,1694611190579,45884084,Positive,Meas Value,MAPS_TO,,<auto>,1694610785768,
Cepheid TB PCR,ERROR,-1,,0.76,APPROVED,EQUAL,vvcb,1704722380673,42530752,Testing not performed,Meas Value,MAPS_TO,,vvcb,1704722377260,
Rotavirus,not tested,-1,,1.00,APPROVED,EQUAL,vvcb,1694611191527,45878602,Not tested,Meas Value,MAPS_TO,,<auto>,1694610785831,
C.difficile,"C.difficile is present but toxin production is NEGATIVE, indicating carriage rather than infection.",-1,,0.28,APPROVED,EQUAL,vvcb,1694611349381,36307837,Positive for C. difficile glutamate dehydrogenase and negative for toxins A+B,Meas Value,MAPS_TO,,vvcb,1694611348663,
Cepheid TB PCR,Not clinically indicated for Cephaid Gene Expert,-1,,0.35,APPROVED,EQUAL,vvcb,1694611044513,45884119,Not performed,Meas Value,MAPS_TO,,vvcb,1694611043799,
Cepheid TB PCR,ERROR - error on instrument during processing. We have performed this test on another sample,-1,,0.30,APPROVED,EQUAL,vvcb,1704722383358,42530752,Testing not performed,Meas Value,MAPS_TO,,vvcb,1704722377260,
Cepheid TB PCR,Insufficient,-1,,1.00,APPROVED,EQUAL,vvcb,1694611063910,36307642,Insufficient,Meas Value,MAPS_TO,,<auto>,1694610786053,
Cepheid TB PCR,DETECTED,-1,,1.00,APPROVED,EQUAL,vvcb,1694611064854,45877985,Detected,Meas Value,MAPS_TO,,<auto>,1694610786157,
