sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RD/5389/92,Unable to ask as patient not seen alone,22900,,0.44,UNCHECKED,UNREVIEWED,,0,45877572,Unable to assess,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/70/201/11,9,17,,0,FLAGGED,EQUAL,vvcb,1.71E+12,0,Unmapped,,MAPS_TO,,,0,
AG/644/1/524/1,no special diet prior to admission,1,,0.54,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,vvcb,1.71E+12,
RD/6383/21,Yes,17,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/253/142/781/1,Immediate,22892,,0.63,UNCHECKED,UNREVIEWED,,0,45876476,Immediate partial denture,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/771/1/774/22,Some confusion,8,,0.85,APPROVED,EQUAL,vvcb,1.71E+12,45881443,Confusion,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AD/1979/9,Verbal Advice Given,3607,,0.58,APPROVED,EQUAL,vvcb,1.71E+12,45881073,Verbal,Meas Value,MAPS_TO,,vvcb,1.71E+12,
MC/5594/22/327/1,Not done,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878559,Not done,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6044/22,No,22874,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/5272/20/239/11,No - the patient does not have capacity,582,,0.57,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,vvcb,1.71E+12,
RD/6248/23,No,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/874/1,level 3 beds only-ARS or BRS with support of at least 2 organ systems/multi-organ failure,45,,0.25,FLAGGED,EQUAL,vvcb,1.71E+12,36309988,Patent with support,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/20/24/258/10,10 most severe,1,,0.67,APPROVED,EQUAL,vvcb,1.71E+12,45883841,Very severe,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AG/59/1/109/3,no,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/933/1/810/12,Yes,581,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/5491/21/268/7,03-Apr,8,,0.52,FLAGGED,EQUAL,vvcb,1.71E+12,45883370,About 3/4 of the time,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1071/1/853/1,Yes,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6255/7,No,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/612/10,Early knee exercises,17,,0.69,FLAGGED,EQUAL,vvcb,1.71E+12,36032470,Exercises regularly,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/18/169/11,Yes,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/5099/18/169/11,No,17,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1906/35/1348/1,Nitrofurantoin,3607,,0.29,FLAGGED,EQUAL,vvcb,1.71E+12,36309369,Furanyl fentanyl,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4302/7/104/7,meningitis,45,,1,FLAGGED,EQUAL,vvcb,1.71E+12,45876620,Meningitis,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/4457/27,Yes,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/253/89/752/8,District Nurse,581,,0.65,UNCHECKED,UNREVIEWED,,0,706519,Nurse,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/881/1,"other ward, not critical care",22863,,0.35,FLAGGED,EQUAL,vvcb,1.71E+12,706420,Surgical critical care,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6044/51/358/15,Yes,3602,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1978/4,No,581,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/2599/1/1520/3,Category 4,3,,0.43,FLAGGED,EQUAL,vvcb,1.71E+12,45877180,Country 4,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1698/2,A,1,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
RD/6692/47,Discharged before seen,8,,0.67,FLAGGED,EQUAL,vvcb,1.71E+12,45878782,Discharged,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/5510/10/191/16,Left Ventricular Failure,17,,0.6,FLAGGED,EQUAL,vvcb,1.71E+12,45881190,Failure,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6142/17/415/16,Yes,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6077/10/368/3,Brisk,45,,0.63,UNCHECKED,UNREVIEWED,,0,45877868,At risk,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4902/47/142/1,Steristrips,1,,0.7,FLAGGED,EQUAL,vvcb,1.71E+12,45877374,Steri strips,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/612/38/142/1,guidance/advice only - written,3600,,0.37,FLAGGED,EQUAL,vvcb,1.71E+12,45876960,Advice,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1953/1/1262/5,no chance of dozing,22851,,0.51,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,vvcb,1.71E+12,
MC/4873/10/191/18,Congenital Heart Disease (unspecified),8,,0.71,FLAGGED,EQUAL,vvcb,1.71E+12,45882759,Arm (unspecified),Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6290/11,No,8,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6255/29,Yes prescription charts present,3,,0.62,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AD/1936/4,Repeat in 24 hours,1,,0.71,UNCHECKED,UNREVIEWED,,0,45880886,Within 24 hours,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/780/4,yes,22844,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6142/16/414/30,No,8,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6585/10/191/18,Meningitis  suspected,17,,0.43,FLAGGED,EQUAL,vvcb,1.71E+12,45876620,Meningitis,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1227/1/886/7,yes information was given to patient / relative,581,,0.47,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,vvcb,1.71E+12,
RD/5578/32,Yes,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/11/4/87/2,3 - inappropriate words,45,,0.86,APPROVED,EQUAL,vvcb,1.71E+12,45877601,Inappropriate words,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4302/7/104/7,respiratory conditions,3590,,0.71,FLAGGED,EQUAL,vvcb,1.71E+12,45882738,Respiratory,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/937/1/812/6,40%,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878939,40%,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/40,Right Inguinal,45,,0.54,FLAGGED,EQUAL,vvcb,1.71E+12,45881626,Right,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1286/1/905/5,Moderate/Severe,580,,0.8,APPROVED,EQUAL,vvcb,1.71E+12,1990096,Moderate to severe,Meas Value,MAPS_TO,,vvcb,1.71E+12,
MC/6579/78/236/10,Yes,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/2033/1,Head & Neck,8,,0.57,FLAGGED,EQUAL,vvcb,1.71E+12,36311177,Head or neck,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5093/32,Yes,580,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5389/69,Not Applicable,22787,,1,APPROVED,EQUAL,vvcb,1.71E+12,45882470,Not applicable,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6585/10/191/18,Eczema,45,,0.26,FLAGGED,EQUAL,vvcb,1.71E+12,45878331,Czechoslovakia (former),Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6454/23,No,580,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/10/191/17,Deep Vein Thrombosis,17,,1,FLAGGED,EQUAL,vvcb,1.71E+12,45878865,Deep vein thrombosis,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1811/1/1155/5,No,22710,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1806/1/1149/4,No,22687,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4902/47/142/1,Plaster Of Paris-application,3,,0.37,FLAGGED,EQUAL,vvcb,1.71E+12,45880487,"Topical application, oral",Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/4873/64,Soft,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45882946,Soft,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1230/1/887/1,Plastics,580,,0.47,FLAGGED,EQUIVALENT,vvcb,1.71E+12,706429,Ethics,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1169/1,no patient is not on an anti-coagulant,3582,,0.6,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AD/2664/11,Yes,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/20,Cystoprostatectomy,17,,0.58,FLAGGED,EQUIVALENT,vvcb,1.71E+12,45876811,Cholecystectomy,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/20,Inguinal orchidectomy NEC,8,,0.36,FLAGGED,EQUIVALENT,vvcb,1.71E+12,1620214,Laminectomy,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/10/191/18,Diabetic Ketoacidosis,1,,0.53,FLAGGED,EQUAL,vvcb,1.71E+12,21498446,Diabetic,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6077/22/718/4,Patient seen whilst in-patient,45,,0.38,FLAGGED,EQUAL,vvcb,1.71E+12,706268,Patient,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5389/48,Score 0,3580,,0.86,APPROVED,EQUAL,vvcb,1.71E+12,45879331,Zero,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AD/773/1,Unable to assess allergies,22633,,0.74,FLAGGED,EQUAL,vvcb,1.71E+12,45877572,Unable to assess,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5379/57,No - obs not required,580,,0.55,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AG/39/1/62/4,Severe,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45883536,Severe,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/10/191/18,Gastritis,45,,1,FLAGGED,EQUAL,vvcb,1.71E+12,36210768,Gastritis,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6599/20,No,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1979/9,Written/Web Advice Given,17,,0.37,UNCHECKED,UNREVIEWED,,0,45876960,Advice,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/11/4/87/1,2-opens eyes to pain,8,,0.49,APPROVED,EQUAL,vvcb,1.71E+12,45884209,Opens eyes in response to painful stimulation,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/12/178/4,Minor operation on lip,3,,0.49,FLAGGED,EQUAL,vvcb,1.71E+12,45876679,Other operation,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/604/1/63/5,Unknown,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877986,Unknown,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1049/1/839/8,Yes,8,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1148/1,Cognitive screening,22606,,0.61,UNCHECKED,UNREVIEWED,,0,36309997,Cognitive function,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/49,Dalteparin for 28 days,17,,0.58,FLAGGED,EQUIVALENT,vvcb,1.71E+12,36307538,Dalteparin,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/4873/63,Percutaneous endoscopic gastronomy tube,579,,0.62,APPROVED,EQUAL,vvcb,1.71E+12,36311204,Gastronomy Tube,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1806/1/1149/5,No,22593,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6248/26,Negative,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878583,Negative,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1186/1,Order moving and handling and bed rails assessment,3578,,0.44,FLAGGED,EQUAL,vvcb,1.71E+12,46237296,"Carrying, moving and handling objects",Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/6608/70/201/11,2,8,,0,APPROVED,EQUAL,vvcb,1.71E+12,45884972,Two,Meas Value,MAPS_TO,,vvcb,1.71E+12,
MC/6585/10/191/2,CSF Leaks,1,,0.61,FLAGGED,EQUAL,vvcb,1.71E+12,1620583,Water leaks,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1939/1,General Medicine,578,,1,APPROVED,EQUAL,vvcb,1.71E+12,36310496,General medicine,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/4873/46,Lifelong,17,,0.39,FLAGGED,EQUAL,vvcb,1.71E+12,1177384,Fellow,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4302/7/104/1,knee,22477,,1,APPROVED,EQUAL,vvcb,1.71E+12,21498822,Knee,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4873/12/178/11,Minor repair lesion of skin,45,,0.31,FLAGGED,EQUAL,vvcb,1.71E+12,36210398,No skin present,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1959/1/1224/36,Unable to respond,3,,1,APPROVED,EQUAL,vvcb,1.71E+12,45880240,Unable to respond,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6044/57,Yes,22453,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5491/32,Complete,17,,1,APPROVED,EQUAL,vvcb,1.71E+12,21498697,Complete,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6623/34,Not Applicable,8,,1,APPROVED,EQUAL,vvcb,1.71E+12,45882470,Not applicable,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/20,Ureteroscopy,45,,0.81,FLAGGED,EQUIVALENT,vvcb,1.71E+12,36662507,Enteroscopy,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/2418/77/696/9,Yes - CCOT/H@N to be informed,3576,,0.28,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,vvcb,1.71E+12,
MC/4803/62/251/6,Fall from height of more than one metre,578,,0.59,FLAGGED,EQUAL,vvcb,1.71E+12,45884723,Fall from standing height or less,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1010/1,5-10%  Score 1,22453,,0.4,UNCHECKED,UNREVIEWED,,0,45884686,10%,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/4803/62/251/2,Home gym,45,,0.42,FLAGGED,EQUAL,vvcb,1.71E+12,45880650,Home,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/20/24/258/10,8 severe,17,,0.72,APPROVED,EQUAL,vvcb,1.71E+12,45883536,Severe,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/36,Amoxycillin,8,,0.41,FLAGGED,EQUAL,vvcb,1.71E+12,37079058,Penicillin,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/5593/46/308/6,No - ECG not reviewed by doctor,3,,0.61,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,vvcb,1.71E+12,
MC/6077/22/718/16,No,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/2787/1,No,17,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6044/59,Yes,22453,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/925/9,No,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5027/2,No,22441,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1120/1,The patient is not on cytotoxic anti-inflammatoryl ong term/high dose steriod drugs or radiotherapy,1,,0.33,UNCHECKED,UNREVIEWED,,0,36308275,Patient is not intoxicated,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6034/1,Yes - Rejection Acknowledged,3572,,0.58,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,vvcb,1.71E+12,
RD/6512/21,Yes,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6044/85,Yes,22437,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1053/1/840/4,#NAME?,45,,0.06,APPROVED,EQUAL,vvcb,1.71E+12,45884084,Positive,Meas Value,MAPS_TO,,vvcb,1.71E+12,
RD/6383/10,Yes,3566,,1,APPROVED,EQUAL,vvcb,1.71E+12,45877994,Yes,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/6081/54,No,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/1109/1,female,1,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878463,Female,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AD/2656/29,No,45,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
MC/5510/10/191/24,Repair of Ectropion,17,,0.28,FLAGGED,EQUAL,vvcb,1.71E+12,45879977,Impaired,Meas Value,MAPS_TO,,<auto>,1.71E+12,
AG/1253/1/894/10,0 = No pain at rest.  No pain on movement,8,,0.62,APPROVED,EQUAL,vvcb,1.71E+12,45879046,No pain,Meas Value,MAPS_TO,,vvcb,1.71E+12,
AD/2946/26,No,8,,1,APPROVED,EQUAL,vvcb,1.71E+12,45878245,No,Meas Value,MAPS_TO,,<auto>,1.71E+12,
RD/5391/40,Rooftop,17,,0.31,FLAGGED,EQUAL,vvcb,1.71E+12,45882946,Soft,Meas Value,MAPS_TO,,<auto>,1.71E+12,
