sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInfo1,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AD/2104/1,Anti Embolism Stocking Aim/Objectives,73485,,NEW Care Plan: Anti Embolism Stocking,0.22,FLAGGED,WIDER,vvcb,1705060873454,4211502,Anti calcium channel blocking antibody level,Measurement,MAPS_TO,,<auto>,1704899251457,
RD/5389/57,Obs Needed,922570,,A&E Triage (verjul06),0.23,FLAGGED,EQUAL,vvcb,1704900956654,4219104,Bleeding time,Measurement,MAPS_TO,,<auto>,1704899251566,
RD/4745/17,Other Key Info,512,,Holistic Needs Assessment,0.34,FLAGGED,EQUAL,vvcb,1704974627914,37393292,Turkey feather RAST test,Measurement,MAPS_TO,,<auto>,1704899251972,
AG/20/26/258/10,Pain Level,6054,,SAU Assessment,0.66,APPROVED,EQUAL,vvcb,1704974847016,4234651,Pain level,Observation,MAPS_TO,,vvcb,1704974841717,
AD/2067/4,Elimination Date/Time Completed,344971,,NEW Care Plan: Elimination,0.31,FLAGGED,EQUAL,vvcb,1704969609201,4092638,Anatomical dead space/tidal volume ratio,Measurement,MAPS_TO,,<auto>,1704899252035,
AD/2598/33,Consent To Store Patient Clinical Records At Bedside (Pre-Op Form),19602,,NEW Admission Assessment (2023),0.31,FLAGGED,EQUIVALENT,vvcb,1704968952721,4298388,Bedside laboratory testing,Measurement,MAPS_TO,,<auto>,1704899252144,
AG/828/1/788/1,Pain Score,41535,,Vital Signs*,0.56,APPROVED,EQUAL,vvcb,1704974937819,4022240,Pain score,Observation,MAPS_TO,,vvcb,1704974933046,
AG/1072/1/854/3,Single Occasion Amount,11139,,Emergency Admission Assessment (2015),0.33,FLAGGED,EQUAL,vvcb,1704975895504,4165132,Occasions for smoking scale,Measurement,MAPS_TO,,<auto>,1704899252363,
RD/5389/13,Triage,922570,,A&E Triage (verjul06),0.75,FLAGGED,UNREVIEWED,vvcb,1704900614727,4158771,Triage index,Measurement,MAPS_TO,,<auto>,1704899252582,
RD/5269/9,TEMP,510,,MANUAL Ward Vital Signs,0.55,APPROVED,WIDER,vvcb,1705058344986,4302666,Body temperature,Measurement,MAPS_TO,,vvcb,1705058341492,
MC/2418/77/696/45,Regular?,6047,,Mindray Ward Vital Signs,0.32,FLAGGED,EQUAL,vvcb,1704975475675,44808301,Measurement of cocaine and amphetamine regulated transcript,Measurement,MAPS_TO,,<auto>,1704899253051,
AD/173/7,Pulse,41417,,Recovery Room Assessment,0.84,APPROVED,EQUAL,vvcb,1704900152984,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899253145,
AD/1931/4,Pain Personal Preference,344241,,NEW Care Plan: Pain,0.39,FLAGGED,EQUAL,vvcb,1704974855231,4212897,Thrombin time reference,Measurement,MAPS_TO,,<auto>,1704899253442,
AD/2067/9,Anti Embolism Stocking Date/Time Completed,73478,,NEW Care Plan: Anti Embolism Stocking,0.24,FLAGGED,WIDER,vvcb,1705060873454,607789,Pulmonary Embolism Rule-out Criteria,Measurement,MAPS_TO,,<auto>,1704899253504,
AG/2104/4/1365/11,Left Leg measurement in cms,510,,NEW Care Plan: Anti Embolism Stocking (2022) (ClinDoc),0.69,APPROVED,EQUAL,vvcb,1704972188444,4314455,Measurement of lower limb,Measurement,MAPS_TO,,vvcb,1704972184069,
AD/2598/15,Any Safeguarding Concerns?,19582,,NEW Admission Assessment (2023),0.35,FLAGGED,WIDER,vvcb,1705060873454,608605,Adult Safeguarding Decision Guide for individuals with severe pressure ulcers,Measurement,MAPS_TO,,<auto>,1704899254067,
AG/11/4/87/1,Eye Response,6019,,Recovery Room Assessment,0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
AG/253/88/753/9,Passed Urine?,41278,,Theatre DCU Discharge Summary,0.40,APPROVED,WIDER,vvcb,1705064153763,4264378,Measure of urine output,Measurement,MAPS_TO,,<auto>,1704899254145,
RD/5389/23,Consent to Treatment?,922549,,A&E Triage (verjul06),0.27,FLAGGED,EQUIVALENT,vvcb,1704968952721,40491838,Subgroups for targeted treatment back screening tool,Measurement,MAPS_TO,,<auto>,1704899254160,
RD/5269/46,TEMP Score,508,,MANUAL Ward Vital Signs,0.59,APPROVED,WIDER,vvcb,1705058359437,37208381,Royal College of Physicians NEWS2 (National Early Warning Score 2) - temperature score,Measurement,MAPS_TO,,vvcb,1705058356582,
AD/1230/1,Referrals,339025,,Skin Assessment (2022),0.49,FLAGGED,EQUAL,vvcb,1704975437925,4278971,Radioreceptor assay,Measurement,MAPS_TO,,<auto>,1704899254354,
AG/1088/1/866/1,Any Problems?,11123,,Emergency Admission Assessment (2015),0.29,FLAGGED,WIDER,vvcb,1705060873454,36674605,Test of problem solving,Measurement,MAPS_TO,,<auto>,1704899254364,
RD/5401/54,AVPU,41263,,MANUAL Ward Vital Signs,0.47,APPROVED,UNREVIEWED,vvcb,1704962206347,40493498,AVPU - alert voice pain unresponsive scale,Measurement,MAPS_TO,,vvcb,1704962201037,
AG/1049/1/839/2,Relationship,73454,,Emergency Admission Assessment (2015),0.39,FLAGGED,EQUAL,vvcb,1704975493494,4094177,Health of the Nation Outcome Scale item 9 - relationship problems,Measurement,MAPS_TO,,<auto>,1704899255067,
AD/2038/24,Mobility,508,,Tissue Viability Referral (NTOP),0.70,FLAGGED,EQUAL,vvcb,1704972842056,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704899255130,
AD/148/1,Comment - Cardiac,6002,,Recovery Room Assessment 2nd Stage,0.45,FLAGGED,EQUIVALENT,vvcb,1704968870434,4208254,Cardiac index,Measurement,MAPS_TO,,<auto>,1704899255348,
RD/5389/24,Children,922519,,A&E Triage (verjul06),0.57,FLAGGED,EQUIVALENT,vvcb,1704962883810,4128262,Token test for children,Measurement,MAPS_TO,,<auto>,1704899255442,
AD/2598/14,Patient Mental Capacity Doubt?,19582,,NEW Admission Assessment (2023),0.42,FLAGGED,EQUAL,vvcb,1704975022006,4147814,Vital capacity,Measurement,MAPS_TO,,<auto>,1704899255598,
AD/148/2,Circulation Ck,11101,,Recovery Room Assessment 2nd Stage,0.62,FLAGGED,EQUIVALENT,vvcb,1704968851353,4225712,Circulation status,Measurement,MAPS_TO,,<auto>,1704899255739,
RD/5389/29,CHRONIC RESP DISEASE,338322,,A&E Triage (verjul06),0.53,APPROVED,WIDER,vvcb,1705062119363,46271074,Hypercapnic respiratory failure,Condition,MAPS_TO,,vvcb,1705062116613,
MC/3995/43/123/5,Ammendments,41220,,Intra-Operative Assessment Part 1,0.19,FLAGGED,WIDER,vvcb,1705061584590,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899256192,
AD/78/1,Comment,507,,Critical Care MDS Assessment,0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899256442,
AG/11/4/87/1,Eye Response,5995,,Recovery Vital Signs,0.63,APPROVED,EQUAL,vvcb,1704969878968,4154920,Pupil reaction,Observation,MAPS_TO,,vvcb,1704969871147,
AD/68/5,BSA - Adult (Calc),73195,,Emergency Admission Assessment (2015),0.36,APPROVED,EQUAL,vvcb,1704962772406,4201235,Body surface area,Measurement,MAPS_TO,,vvcb,1704962766415,
AD/160/1,Ht - Adult,919881,,Moving and Handling Assessment (2015),0.51,APPROVED,EQUAL,vvcb,1704971829395,607590,Body height,Measurement,MAPS_TO,,vvcb,1704971823580,
RD/5389/28,RESP RATE,338253,,A&E Triage (verjul06),0.55,APPROVED,EQUAL,vvcb,1704975685119,4313591,Respiratory rate,Measurement,MAPS_TO,,vvcb,1704975672616,
AD/45/1,Pregnancy Status,11042,,Theatre Pre-Op Adult Assmt,0.70,FLAGGED,EQUAL,vvcb,1704975170410,37392365,Urine pregnancy test,Measurement,MAPS_TO,,<auto>,1704899256989,
AD/2038/18,Nutrition,505,,Tissue Viability Referral (NTOP),0.53,FLAGGED,EQUAL,vvcb,1704973565648,4062650,Malnutrition screening,Measurement,MAPS_TO,,<auto>,1704899257505,
AG/11/29/776/5,Orientation,41144,,Recovery Room Assessment,0.62,FLAGGED,EQUAL,vvcb,1704974627914,4128253,Life orientation test,Measurement,MAPS_TO,,<auto>,1704899257552,
RD/5389/48,RESP Score,338242,,A&E Triage (verjul06),0.80,APPROVED,NARROWER,vvcb,1704900479414,37208374,Royal College of Physicians NEWS2 (National Early Warning Score 2) - respiration rate score,Measurement,MAPS_TO,,vvcb,1704900473478,
AG/1227/1/886/4,Secondary Dresssing,5979,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.45,FLAGGED,EQUAL,vvcb,1704975838042,4266491,Secondary tumor size,Measurement,MAPS_TO,,<auto>,1704899258020,
AD/848/1,Support,11042,,Day Theatre Admission,0.45,FLAGGED,WIDER,vvcb,1705058304029,4158759,Social support questionnaire,Measurement,MAPS_TO,,<auto>,1704899258130,
AD/68/8,BMI - Adult,73195,,Emergency Admission Assessment (2015),0.58,APPROVED,UNREVIEWED,vvcb,1704962314269,4245997,Body mass index,Measurement,MAPS_TO,,vvcb,1704962309460,
AD/2598/17,Is The Patient At Risk Of Absconding?,19574,,NEW Admission Assessment (2023),0.35,FLAGGED,EQUAL,vvcb,1704972023875,4205485,Patients At Risk of Re-hospitalization case finding tool,Measurement,MAPS_TO,,<auto>,1704899258161,
AG/1118/1/873/2,Motor/Sensory/Dementia?,915508,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.20,FLAGGED,EQUAL,vvcb,1704900967151,40480127,Sensory profile,Measurement,MAPS_TO,,<auto>,1704899258192,
AD/2530/1,Step 2,504,,Paediatric York Malnutrition Score (PYMS) Tool (2023),0.37,FLAGGED,WIDER,vvcb,1705058304029,3657501,40-step test,Measurement,MAPS_TO,,<auto>,1704899258442,
AG/253/88/753/2,Transfer Safely?,41136,,Theatre DCU Discharge Summary,0.39,FLAGGED,WIDER,vvcb,1705058603745,4090791,Transfer factor (respiratory measure),Measurement,MAPS_TO,,<auto>,1704899258489,
AG/1767/1/1123/4,Type,903691,,EPMA Fluid Balance,0.66,FLAGGED,EQUAL,vvcb,1704900968708,37399698,Genotype,Measurement,MAPS_TO,,<auto>,1704899258880,
AD/173/7,Pulse,11035,,A&E Triage,0.84,APPROVED,EQUAL,vvcb,1704900154592,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899258989,
AG/1388/2/1159/1,#/Locatn,5976,,EPMA Fluid Balance,0.25,FLAGGED,UNREVIEWED,vvcb,1704962122283,4353851,High density/low density lipoprotein ratio measurement,Measurement,MAPS_TO,,<auto>,1704899259020,
RD/5389/33,O2 Delivery Device,338060,,A&E Triage (verjul06),0.51,APPROVED,EQUAL,vvcb,1704974461107,4036936,Oxygen delivery,Measurement,MAPS_TO,,vvcb,1704974455989,
AG/1369/1/952/5,Continent?,72977,,Output - Stools/Bowel/Stoma,0.18,FLAGGED,EQUIVALENT,vvcb,1704968979812,4090866,Frequency of incontinence,Measurement,MAPS_TO,,<auto>,1704899259286,
RD/5269/43,RESP Score,503,,MANUAL Ward Vital Signs,0.80,APPROVED,NARROWER,vvcb,1704900479414,37208374,Royal College of Physicians NEWS2 (National Early Warning Score 2) - respiration rate score,Measurement,MAPS_TO,,vvcb,1704900473478,
AG/1767/1/1123/2,Amt,903308,,EPMA Fluid Balance,0.46,FLAGGED,EQUAL,vvcb,1704900969034,4019814,Triamterene measurement,Measurement,MAPS_TO,,<auto>,1704899259427,
MC/3995/43/123/4,Expiry Date,41037,,Intra-Operative Assessment Part 1,0.54,FLAGGED,EQUAL,vvcb,1704969711106,4353622,Expiratory time,Measurement,MAPS_TO,,<auto>,1704899259552,
AD/2598/19,Reasonable Adjustment Needs?,19572,,NEW Admission Assessment (2023),0.54,FLAGGED,EQUAL,vvcb,1704975407909,4165452,Social adjustment scale,Measurement,MAPS_TO,,<auto>,1704899259927,
RD/5269/7,RESP RATE,503,,MANUAL Ward Vital Signs,0.55,APPROVED,EQUAL,vvcb,1704975685119,4313591,Respiratory rate,Measurement,MAPS_TO,,vvcb,1704975672616,
AG/11/4/87/2,Verbal Response,5973,,Recovery Vital Signs,0.54,APPROVED,WIDER,vvcb,1705059214692,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059210014,
AG/1118/1/873/3,Paraplegia?,899096,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.41,FLAGGED,EQUAL,vvcb,1704900969642,4169329,Quadriplegia index of function,Measurement,MAPS_TO,,<auto>,1704899260317,
AG/1123/1/875/12,Surrounding Tissue,11010,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.43,FLAGGED,WIDER,vvcb,1705058304029,4094914,Color of tissue,Measurement,MAPS_TO,,<auto>,1704899260442,
AG/1164/1/876/7,Comment,72927,,Moving and Handling Assessment (2015),0.38,FLAGGED,EQUIVALENT,vvcb,1704968870434,4018456,Culture of specimen by commercial kit,Measurement,MAPS_TO,,<auto>,1704899260583,
RD/5389/51,O2 Delivery Device Score,338020,,A&E Triage (verjul06),0.45,APPROVED,EQUAL,vvcb,1704974504486,37208377,Royal College of Physicians NEWS2 (National Early Warning Score 2) - air or oxygen score,Measurement,MAPS_TO,,vvcb,1704974497279,
AD/1793/1,Document Drains,40993,,EPMA Fluid Balance,0.26,FLAGGED,EQUAL,vvcb,1704969407678,4004545,Cumene measurement,Measurement,MAPS_TO,,<auto>,1704899260927,
RD/5389/35,TEMP,337878,,A&E Triage (verjul06),0.55,APPROVED,WIDER,vvcb,1705058344986,4302666,Body temperature,Measurement,MAPS_TO,,vvcb,1705058341492,
AG/1309/1/911/7,Right Arm Graph,72271,,MANUAL Ward Vital Signs,0.37,APPROVED,EQUAL,vvcb,1705063986945,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705063983683,
RD/4808/12,VTE Risk Factors,5963,,VTE Assessment (Old Version),0.70,FLAGGED,WIDER,vvcb,1705047501488,4214014,Risk factor,Measurement,MAPS_TO,,<auto>,1704899261552,
AD/2598/22,Patient Contribution To Casenotes?,19570,,NEW Admission Assessment (2023),0.29,FLAGGED,EQUAL,vvcb,1704974990908,4097954,Tributyrin test,Measurement,MAPS_TO,,<auto>,1704899261584,
AG/1164/1/876/1,Moving in Bed,876031,,Moving and Handling Assessment (2015),0.25,FLAGGED,EQUAL,vvcb,1704900970068,37393507,Bovine insulin RAST test,Measurement,MAPS_TO,,<auto>,1704899261692,
RD/5367/80,Consent to Treatment,502,,A&E Triage (verjul06),0.40,FLAGGED,EQUIVALENT,vvcb,1704968952721,40491838,Subgroups for targeted treatment back screening tool,Measurement,MAPS_TO,,<auto>,1704899261771,
AG/776/17/778/13,Temp on Discharge,11008,,Theatre Discharge Summary,0.37,APPROVED,WIDER,vvcb,1705058344986,4302666,Body temperature,Measurement,MAPS_TO,,vvcb,1705058341492,
RD/5389/40,ACVPU,337779,,A&E Triage (verjul06),0.49,APPROVED,EQUAL,vvcb,1704901054016,37208386,Alert Confusion Voice Pain Unresponsiveness scale,Measurement,MAPS_TO,,<auto>,1704899262208,
AG/11/4/87/7,Total,500,,A&E Triage (verjul06),0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704899262396,
AG/1309/1/911/8,Left Arm Graph,72240,,MANUAL Ward Vital Signs,0.34,APPROVED,EQUAL,vvcb,1705063967854,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705063965416,
RD/5401/17,CHRONIC RESP DISEASE,40819,,MANUAL Ward Vital Signs,0.53,APPROVED,WIDER,vvcb,1705062119363,46271074,Hypercapnic respiratory failure,Condition,MAPS_TO,,vvcb,1705062116613,
AD/2598/4,ID Band Checked?,19568,,NEW Admission Assessment (2023),0.25,FLAGGED,EQUAL,vvcb,1704971862089,46286305,Listening Checklist,Measurement,MAPS_TO,,<auto>,1704899262755,
AG/11/4/87/2,Verbal Response,5963,,Recovery Room Assessment,0.54,APPROVED,WIDER,vvcb,1705059214692,4084912,Glasgow Coma Scale verbal response subscore,Observation,MAPS_TO,,vvcb,1705059210014,
RD/2418/86,Source of pulse,862684,,Mindray Ward Vital Signs,0.54,FLAGGED,EQUAL,vvcb,1704900970465,4154788,Character of pulse,Measurement,MAPS_TO,,<auto>,1704899262833,
RD/5389/39,PULSE,337713,,A&E Triage (verjul06),0.84,APPROVED,EQUAL,vvcb,1704900167159,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899263036,
AG/1123/1/875/14,Infection?,11000,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.30,FLAGGED,EQUAL,vvcb,1704971885526,4085922,Infection screening,Measurement,MAPS_TO,,<auto>,1704899263271,
AG/253/88/753/10,Venflon Removed?,40808,,Theatre DCU Discharge Summary,0.27,FLAGGED,WIDER,vvcb,1705058657277,4006521,Enflurane measurement,Measurement,MAPS_TO,,<auto>,1704899263896,
RD/5389/54,PULSE Score,337704,,A&E Triage (verjul06),0.69,APPROVED,EQUAL,vvcb,1704975386238,37208379,Royal College of Physicians NEWS2 (National Early Warning Score 2) - pulse score,Measurement,MAPS_TO,,vvcb,1704975354902,
AD/2077/24,Details and safety advice given,499,,Paediatric Sleep Assessment,0.30,FLAGGED,EQUAL,vvcb,1704969306679,4207132,Westmead home safety assessment,Measurement,MAPS_TO,,<auto>,1704899264271,
AD/1147/1,Interventions,851811,,Falls Assessment and Prevention Plan (2015),0.44,FLAGGED,EQUAL,vvcb,1704900971269,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899264286,
AD/2598/5,Relative/ Carer Present?,19567,,NEW Admission Assessment (2023),0.19,FLAGGED,EQUAL,vvcb,1704975493494,4231947,Virus present,Measurement,MAPS_TO,,<auto>,1704899264536,
AD/2105/2,Anti Embolism Stocking Next Assessment,72230,,NEW Care Plan: Anti Embolism Stocking,0.36,FLAGGED,WIDER,vvcb,1705060873454,607787,Revised Geneva score for pulmonary embolism,Measurement,MAPS_TO,,<auto>,1704899264567,
RD/4808/10,Surgical Assessment,10976,,VTE Assessment (Old Version),0.54,FLAGGED,WIDER,vvcb,1705058304029,4159703,Functional assessment measure,Measurement,MAPS_TO,,<auto>,1704899264583,
AD/1201/1,Wound Diagram Description*,5951,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.31,FLAGGED,WIDER,vvcb,1705047427760,4228438,p,Measurement,MAPS_TO,,<auto>,1704899264614,
RD/5389/36,BP SYSTOLIC,337664,,A&E Triage (verjul06),0.46,APPROVED,EQUAL,vvcb,1704962607601,4152194,Systolic blood pressure,Measurement,MAPS_TO,,vvcb,1704962602194,
AD/160/1,Ht - Adult,40687,,Dietetics Referral - Nursing Assessment,0.51,APPROVED,EQUAL,vvcb,1704971829395,607590,Body height,Measurement,MAPS_TO,,vvcb,1704971823580,
AG/1258/1/898/2,Blood Sugar,5940,,Emergency Admission Assessment (2015),0.82,APPROVED,NARROWER,vvcb,1704900184895,4144235,"Glucose measurement, blood",Measurement,MAPS_TO,,<auto>,1704899265428,
RD/5269/58,BP Diastolic,499,,MANUAL Ward Vital Signs,0.52,APPROVED,EQUAL,vvcb,1704962488622,4154790,Diastolic blood pressure,Measurement,MAPS_TO,,<auto>,1704899265444,
AG/805/1/178/3,Pulse,10963,,Pre-Op Checklist,0.84,APPROVED,EQUAL,vvcb,1704900162161,4301868,Pulse rate,Measurement,MAPS_TO,,<auto>,1704899265475,
RD/5389/53,SBP Score,337657,,A&E Triage (verjul06),0.48,APPROVED,EQUAL,vvcb,1704975770969,37208378,Royal College of Physicians NEWS2 (National Early Warning Score 2) - systolic blood pressure score,Measurement,MAPS_TO,,vvcb,1704975766858,
AG/1164/1/876/2,Edge of Bed,849178,,Moving and Handling Assessment (2015),0.43,FLAGGED,EQUAL,vvcb,1704900971645,4171264,Mean wedge pressure,Measurement,MAPS_TO,,<auto>,1704899265569,
AG/1309/1/911/9,Right Leg Graph,71876,,MANUAL Ward Vital Signs,0.36,APPROVED,EQUAL,vvcb,1705063986945,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705063983683,
AD/1417/1,Next Screen,846779,,Bed/Trolley Rails Risk Assessment (2015),0.56,FLAGGED,EQUAL,vvcb,1704900972327,4202372,"Blood coagulation panel, DIC",Measurement,MAPS_TO,,<auto>,1704899266257,
RD/5389/52,TEMP Score,337282,,A&E Triage (verjul06),0.59,APPROVED,WIDER,vvcb,1705058359437,37208381,Royal College of Physicians NEWS2 (National Early Warning Score 2) - temperature score,Measurement,MAPS_TO,,vvcb,1705058356582,
AG/1079/1/858/2,Location,499,,Emergency Admission Assessment (2015),0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704899266397,
AG/1309/1/911/10,Left Leg Graph,71820,,MANUAL Ward Vital Signs,0.37,APPROVED,EQUAL,vvcb,1705063967854,4237719,Motor response,Observation,MAPS_TO,,vvcb,1705063965416,
AG/11/4/87/3,Motor Response,5931,,Recovery Vital Signs,0.57,APPROVED,EQUAL,vvcb,1704972938298,4237719,Motor response,Observation,MAPS_TO,,vvcb,1704972931330,
AD/26/5,Pulse Oximeter (Sa O2 sat),10933,,A&E Nursing Observations,0.49,APPROVED,WIDER,vvcb,1704975331182,4098046,Pulse oximetry,Measurement,MAPS_TO,,<auto>,1704899266600,
AD/2598/1,Patient Demographics Checked & Correct?,19565,,NEW Admission Assessment (2023),0.28,FLAGGED,EQUAL,vvcb,1704975022006,4064504,New patient screening,Measurement,MAPS_TO,,<auto>,1704899266616,
AD/160/1,Ht - Adult,40675,,Maternal Data Set Assessment.,0.51,APPROVED,EQUAL,vvcb,1704971829395,607590,Body height,Measurement,MAPS_TO,,vvcb,1704971823580,
AG/1164/1/876/4,Toileting,845816,,Moving and Handling Assessment (2015),0.29,FLAGGED,EQUAL,vvcb,1704900972628,37399049,Autoimmune profile,Measurement,MAPS_TO,,<auto>,1704899267257,
AD/1766/2,Verbal Pain Score,337165,,MANUAL Ward Vital Signs,0.52,APPROVED,WIDER,vvcb,1705059237394,4022240,Pain score,Observation,MAPS_TO,,vvcb,1705059234360,
AG/1201/1/882/3,Location,5925,,Adapted Waterlow Pressure Area Risk Assessment (2015),0.48,FLAGGED,EQUAL,vvcb,1704972249304,36684834,Lung allocation score,Measurement,MAPS_TO,,<auto>,1704899267632,
RD/5401/7,RESP RATE,40571,,MANUAL Ward Vital Signs,0.55,APPROVED,EQUAL,vvcb,1704975685119,4313591,Respiratory rate,Measurement,MAPS_TO,,vvcb,1704975672616,
RD/6095/7,Assessment Date,71430,,VTE Assessment at 24hr & 7 days,0.63,FLAGGED,WIDER,vvcb,1705060873454,4157120,Assessment scales,Measurement,MAPS_TO,,<auto>,1704899267819,
AG/1164/1/876/3,Bed to Chair,841343,,Moving and Handling Assessment (2015),0.33,FLAGGED,EQUAL,vvcb,1704900972916,42872744,Thirty second chair stand test,Measurement,MAPS_TO,,<auto>,1704899268428,
AD/158/1,Allergy - Latex*,337079,,Allergy Documentation,0.56,APPROVED,EQUIVALENT,vvcb,1705061318995,604826,Allergy to Hevea brasiliensis latex protein,Observation,MAPS_TO,,vvcb,1705061315584,
RD/5401/43,RESP Score,40571,,MANUAL Ward Vital Signs,0.80,APPROVED,NARROWER,vvcb,1704900479414,37208374,Royal College of Physicians NEWS2 (National Early Warning Score 2) - respiration rate score,Measurement,MAPS_TO,,vvcb,1704900473478,
AG/1089/1/867/1,Any Problems?,10931,,Emergency Admission Assessment (2015),0.29,FLAGGED,WIDER,vvcb,1705060873454,36674605,Test of problem solving,Measurement,MAPS_TO,,<auto>,1704899268741,
AD/2598/8,Is The Patient On A Research Trial?,19560,,NEW Admission Assessment (2023),0.32,FLAGGED,EQUAL,vvcb,1704972023875,36684870,Action research arm test,Measurement,MAPS_TO,,<auto>,1704899268757,
AD/2119/12,Refer to Paediatric Consultant (freetext message),497,,Paediatric Past Surgical & Medical History,0.30,FLAGGED,EQUAL,vvcb,1704975475675,4165298,Pediatric trauma score,Measurement,MAPS_TO,,<auto>,1704899268772,
AG/11/4/87/3,Motor Response,5919,,Recovery Room Assessment,0.57,APPROVED,EQUAL,vvcb,1704972938298,4237719,Motor response,Observation,MAPS_TO,,vvcb,1704972931330,
RD/5040/23,Interventions,71133,,CrCU Care Plan: Cardiovascular/Circulation,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899269085,
AG/805/2/799/4,Resp,40533,,Pre-Op Checklist,0.50,APPROVED,EQUAL,vvcb,1704975647746,4313591,Respiratory rate,Measurement,MAPS_TO,,<auto>,1704899269319,
AG/1164/1/876/5,Bathing/Showering,839168,,Moving and Handling Assessment (2015),0.20,FLAGGED,UNREVIEWED,vvcb,1704962236188,4190511,Instantaneous radius of curvature,Measurement,MAPS_TO,,<auto>,1704899269538,
AG/805/1/178/5,BP,10925,,Pre-Op Checklist,0.32,APPROVED,WIDER,vvcb,1704962460876,4326744,Blood pressure,Measurement,MAPS_TO,,<auto>,1704899269585,
AG/253/42/726/1,Interpreter?,5878,,Theatre Pre-Op Adult Assmt,0.66,FLAGGED,EQUAL,vvcb,1704971962683,4154957,ENT test finding,Measurement,MAPS_TO,,<auto>,1704899270007,
AG/1286/1/905/6,Onset Date,497,,Allergy/Ht/Wt/BMI Assess Adult (new),0.31,FLAGGED,EQUAL,vvcb,1704974627914,4267971,Age of onset of menstruation,Measurement,MAPS_TO,,<auto>,1704899270116,
AD/1928/1,Infection Control/Temperature Aims/Objectives Achieved,336795,,NEW Care Plan: Infection Control/Temperature,0.31,FLAGGED,EQUAL,vvcb,1704971885526,4218834,Oral temperature,Measurement,MAPS_TO,,<auto>,1704899270132,
AG/805/1/178/7,SPO2,10920,,Pre-Op Checklist,0.66,APPROVED,EQUAL,vvcb,1704980261026,4196147,Peripheral oxygen saturation,Measurement,MAPS_TO,,vvcb,1704980257385,
RD/5040/23,Interventions,71073,,CrCU Care Plan: Mobilisation/Moving/Handling,0.44,FLAGGED,EQUAL,vvcb,1704971981870,4166618,Stuttering intervention program,Measurement,MAPS_TO,,<auto>,1704899270366,
AG/43/26/1139/4,Passed Urine,837964,,EPMA Fluid Balance,0.54,FLAGGED,EQUAL,vvcb,1704900973482,4264378,Measure of urine output,Measurement,MAPS_TO,,<auto>,1704899270507,
AG/253/88/753/5,Controlled Pain?,40504,,Theatre DCU Discharge Summary,0.29,FLAGGED,EQUIVALENT,vvcb,1704968979812,4140165,Controlled substance control feature,Measurement,MAPS_TO,,<auto>,1704899270569,
AD/2598/6,Is Next Of Kin Aware Of Admission?,19557,,NEW Admission Assessment (2023),0.37,FLAGGED,EQUAL,vvcb,1704972023875,4160327,Heart rate on admission,Measurement,MAPS_TO,,<auto>,1704899270616,
MC/2418/77/696/58,Pain Score,5872,,Mindray Ward Vital Signs,0.56,APPROVED,EQUAL,vvcb,1704974937819,4022240,Pain score,Observation,MAPS_TO,,vvcb,1704974933046,
AG/1264/1/901/1,Referral,333527,,Falls Assessment and Prevention Plan (2015),0.56,FLAGGED,EQUAL,vvcb,1704975437925,4278971,Radioreceptor assay,Measurement,MAPS_TO,,<auto>,1704899271038,
AD/2038/17,Reposition/mobility,495,,Tissue Viability Referral (NTOP),0.39,FLAGGED,EQUAL,vvcb,1704975542946,4064496,Mobility screening,Measurement,MAPS_TO,,<auto>,1704899271335,
AG/11/4/87/6,Total,5866,,Recovery Vital Signs,0.60,FLAGGED,WIDER,vvcb,1705058379102,4119650,Total protein measurement,Measurement,MAPS_TO,,<auto>,1704899271522,
